StartTime,EndTime,Title,Annotation,MainCategory,Category2,Category3
00:13:48.932,00:13:48.932,35,,0.1888172;0.178154,0.6031122,35,
00:13:48.972,00:13:48.972,35,,0.1866133;0.1763876,0.6024569,35,
00:13:48.973,00:13:48.973,35,,0.1852449;0.1753595,0.6018206,35,
00:13:49.013,00:13:49.013,35,,0.1828699;0.1734629,0.600913,35,
00:13:49.014,00:13:49.014,35,,0.1805861;0.1724096,0.5997381,35,
00:13:49.053,00:13:49.053,35,,0.1788582;0.170809,0.5992335,35,
00:13:49.094,00:13:49.094,35,,0.1758592;0.1692559,0.5984167,35,
00:13:49.095,00:13:49.095,35,,0.1730276;0.1679111,0.5973873,35,
00:13:49.134,00:13:49.134,35,,0.1702844;0.1662828,0.5964154,35,
00:13:49.134,00:13:49.134,35,,0.1682183;0.1657212,0.595852,35,
00:13:49.175,00:13:49.175,35,,0.1655275;0.1633412,0.5955566,35,
00:13:49.175,00:13:49.175,35,,0.1633293;0.1626481,0.594991,35,
00:13:49.215,00:13:49.215,35,,0.1603509;0.1613029,0.5942411,35,
00:13:49.215,00:13:49.215,35,,0.1571616;0.1599829,0.5934865,35,
00:13:49.256,00:13:49.256,35,,0.1541823;0.1584135,0.5928413,35,
00:13:49.297,00:13:49.297,35,,0.1520744;0.1577624,0.5924405,35,
00:13:49.297,00:13:49.297,35,,0.1489566;0.1557311,0.591961,35,
00:13:49.338,00:13:49.338,35,,0.1466292;0.155145,0.5913304,35,
00:13:49.338,00:13:49.338,35,,0.1433024;0.1538876,0.5906589,35,
00:13:49.379,00:13:49.379,35,,0.1398258;0.1524662,0.5900769,35,
00:13:49.379,00:13:49.379,35,,0.1379227;0.1514444,0.5898349,35,
00:13:49.420,00:13:49.420,35,,0.1347308;0.1500222,0.5892183,35,
00:13:49.420,00:13:49.420,35,,0.1315434;0.1482711,0.588716,35,
00:13:49.462,00:13:49.462,35,,0.1292907;0.1476507,0.5882454,35,
00:13:49.462,00:13:49.462,35,,0.1263593;0.1460279,0.5880681,35,
00:13:49.503,00:13:49.503,35,,0.1235542;0.144107,0.5877051,35,
00:13:49.503,00:13:49.503,35,,0.1219363;0.1427642,0.5874537,35,
00:13:49.544,00:13:49.544,35,,0.1191479;0.1411043,0.586672,35,
00:13:49.585,00:13:49.585,35,,0.116434;0.1390783,0.5857132,35,
00:13:49.585,00:13:49.585,35,,0.1145614;0.1374533,0.5849217,35,
00:13:49.628,00:13:49.628,35,,0.1115424;0.1357807,0.5839547,35,
00:13:49.628,00:13:49.628,35,,0.1095168;0.13439,0.5835366,35,
00:13:49.667,00:13:49.667,35,,0.1067398;0.1325669,0.5824901,35,
00:13:49.668,00:13:49.668,35,,0.1034135;0.130601,0.5813516,35,
00:13:49.708,00:13:49.708,35,,0.1013609;0.1292544,0.5805691,35,
00:13:49.708,00:13:49.708,35,,0.09829178;0.127183,0.5794967,35,
00:13:49.749,00:13:49.749,35,,0.09519979;0.1253035,0.5778973,35,
00:13:49.749,00:13:49.749,35,,0.0916065;0.1231982,0.57715,35,
00:13:49.789,00:13:49.789,35,,0.08897558;0.1218401,0.5766727,35,
00:13:49.789,00:13:49.789,35,,0.08560134;0.1203136,0.5759723,35,
00:13:49.831,00:13:49.831,35,,0.08333119;0.1180352,0.5760797,35,
00:13:49.872,00:13:49.872,35,,0.08084993;0.1235491,0.5729183,35,
00:13:49.872,00:13:49.872,35,,0.07629111;0.1144086,0.575156,35,
00:13:49.913,00:13:49.913,35,,0.07323383;0.1169355,0.573189,35,
00:13:49.913,00:13:49.913,35,,0.07062321;0.1127548,0.5740876,35,
00:13:49.955,00:13:49.955,35,,0.06658364;0.1159824,0.5714387,35,
00:13:49.955,00:13:49.955,35,,0.06266236;0.1055108,0.5751323,35,
00:13:49.997,00:13:49.997,35,,0.06064312;0.1132057,0.5711455,35,
00:13:49.997,00:13:49.997,35,,0.05709628;0.1111392,0.5713789,35,
00:13:50.036,00:13:50.036,35,,0.05327538;0.1095599,0.5713179,35,
00:13:50.036,00:13:50.036,35,,0.0508026;0.108493,0.5713205,35,
00:13:50.077,00:13:50.077,35,,0.04693774;0.1062409,0.5718856,35,
00:13:50.117,00:13:50.117,35,,0.0434716;0.1035828,0.5725178,35,
00:13:50.117,00:13:50.117,35,,0.03913844;0.1028058,0.572262,35,
00:13:50.158,00:13:50.158,35,,0.03666568;0.1015759,0.5725985,35,
00:13:50.158,00:13:50.158,35,,0.03316588;0.09946114,0.573195,35,
00:13:50.199,00:13:50.199,35,,0.03017813;0.09818333,0.5734997,35,
00:13:50.199,00:13:50.199,35,,0.02882781;0.09786516,0.5732352,35,
00:13:50.239,00:13:50.239,35,,0.02474661;0.09520543,0.5744435,35,
00:13:50.239,00:13:50.239,35,,0.0220912;0.09321231,0.5753374,35,
00:13:50.283,00:13:50.283,35,,0.02018373;0.09131956,0.5766662,35,
00:13:50.283,00:13:50.283,35,,0.0175254;0.09021634,0.5771992,35,
00:13:50.323,00:13:50.323,35,,0.01492055;0.08784717,0.5788233,35,
00:13:50.364,00:13:50.364,35,,0.01379874;0.08783597,0.5788396,35,
00:13:50.364,00:13:50.364,35,,0.01137354;0.08533877,0.5805271,35,
00:13:50.405,00:13:50.405,35,,0.009608291;0.08274305,0.582426,35,
00:13:50.405,00:13:50.405,35,,0.007642232;0.08196867,0.5829773,35,
00:13:50.445,00:13:50.445,35,,0.005509272;0.07974446,0.5847546,35,
00:13:50.445,00:13:50.445,35,,0.00372503;0.07794023,0.586197,35,
00:13:50.487,00:13:50.487,35,,0.002850369;0.0779891,0.5865526,35,
00:13:50.488,00:13:50.488,35,,0.001698986;0.07741725,0.5870112,35,
00:13:50.529,00:13:50.529,35,,0.000391379;0.07497209,0.5887874,35,
00:13:50.529,00:13:50.529,35,,-1.648068E-05;0.07566756,0.5888084,35,
00:13:50.575,00:13:50.575,35,,-0.001356639;0.07596874,0.5888934,35,
00:13:50.576,00:13:50.576,35,,-0.002875082;0.07422268,0.5907144,35,
00:13:50.616,00:13:50.616,35,,-0.003710546;0.07315636,0.5913199,35,
00:13:50.617,00:13:50.617,35,,-0.004358098;0.0746519,0.5902427,35,
00:13:50.656,00:13:50.656,35,,-0.005184956;0.07371205,0.5909733,35,
00:13:50.696,00:13:50.696,35,,-0.006387331;0.07183123,0.5918623,35,
00:13:50.697,00:13:50.697,35,,-0.006814294;0.0735206,0.5905013,35,
00:13:50.736,00:13:50.736,35,,-0.007730983;0.07231659,0.591208,35,
00:13:50.737,00:13:50.737,35,,-0.008349895;0.07127929,0.5916106,35,
00:13:50.776,00:13:50.776,35,,-0.008988991;0.07057327,0.5922623,35,
00:13:50.777,00:13:50.777,35,,-0.009282112;0.07073647,0.5921855,35,
00:13:50.817,00:13:50.817,35,,-0.009584218;0.07027853,0.5928146,35,
00:13:50.817,00:13:50.817,35,,-0.009789221;0.07009798,0.5931872,35,
00:13:50.857,00:13:50.857,35,,-0.009562746;0.07004917,0.5934446,35,
00:13:50.900,00:13:50.900,35,,-0.009545878;0.06933767,0.5941695,35,
00:13:50.900,00:13:50.900,35,,-0.009392299;0.06849116,0.5943373,35,
00:13:50.941,00:13:50.941,35,,-0.008795336;0.06867504,0.5937332,35,
00:13:50.941,00:13:50.941,35,,-0.008616649;0.06899655,0.5934345,35,
00:13:50.981,00:13:50.981,35,,-0.007514946;0.06868857,0.5925843,35,
00:13:50.981,00:13:50.981,35,,-0.006869107;0.06916308,0.5914993,35,
00:13:51.022,00:13:51.022,35,,-0.006185375;0.06829959,0.5909632,35,
00:13:51.022,00:13:51.022,35,,-0.005212657;0.06846678,0.5894108,35,
00:13:51.063,00:13:51.063,35,,-0.004802324;0.0682686,0.5885373,35,
00:14:00.219,00:14:00.219,,,,,
00:14:54.905,00:14:54.905,36,,-0.07022666;0.05401725,0.6403075,36,
00:14:54.946,00:14:54.946,36,,-0.07001978;0.05396652,0.6401079,36,
00:14:54.987,00:14:54.987,36,,-0.07005406;0.05408669,0.6399949,36,
00:14:54.987,00:14:54.987,36,,-0.0696885;0.05402279,0.6398783,36,
00:14:55.028,00:14:55.028,36,,-0.06959468;0.05402553,0.6400478,36,
00:14:55.028,00:14:55.028,36,,-0.06903626;0.05396438,0.6398764,36,
00:14:55.068,00:14:55.068,36,,-0.06837258;0.05381918,0.6396652,36,
00:14:55.068,00:14:55.068,36,,-0.06818603;0.0537833,0.6395543,36,
00:14:55.110,00:14:55.110,36,,-0.06785605;0.05382913,0.6392201,36,
00:14:55.110,00:14:55.110,36,,-0.06738942;0.05369216,0.6391702,36,
00:14:55.153,00:14:55.153,36,,-0.06703889;0.0535031,0.6390263,36,
00:14:55.153,00:14:55.153,36,,-0.06683146;0.05355167,0.6394523,36,
00:14:55.195,00:14:55.195,36,,-0.06675667;0.05329138,0.6399047,36,
00:14:55.195,00:14:55.195,36,,-0.06670182;0.05311,0.6402277,36,
00:14:55.237,00:14:55.237,36,,-0.06679527;0.0529294,0.6407323,36,
00:14:55.277,00:14:55.277,36,,-0.06715168;0.0528065,0.6411106,36,
00:14:55.277,00:14:55.277,36,,-0.06746589;0.05298442,0.6413858,36,
00:14:55.319,00:14:55.319,36,,-0.0678877;0.05316198,0.6414208,36,
00:14:55.319,00:14:55.319,36,,-0.06847638;0.05359763,0.6409894,36,
00:14:55.358,00:14:55.358,36,,-0.06890692;0.05392766,0.6406233,36,
00:14:55.358,00:14:55.358,36,,-0.06910744;0.05454046,0.6400239,36,
00:14:55.399,00:14:55.399,36,,-0.06889589;0.05466688,0.6391876,36,
00:14:55.399,00:14:55.399,36,,-0.06880511;0.0550068,0.6387888,36,
00:14:55.440,00:14:55.440,36,,-0.06831717;0.05521983,0.638304,36,
00:14:55.440,00:14:55.440,36,,-0.06800564;0.05533272,0.6380334,36,
00:14:55.480,00:14:55.480,36,,-0.0676745;0.05540007,0.6382414,36,
00:14:55.480,00:14:55.480,36,,-0.06684101;0.05494457,0.6385224,36,
00:14:55.522,00:14:55.522,36,,-0.06647065;0.05458891,0.6392404,36,
00:14:55.562,00:14:55.562,36,,-0.06609876;0.0543378,0.6399556,36,
00:14:55.562,00:14:55.562,36,,-0.06613675;0.05409825,0.6408172,36,
00:14:55.602,00:14:55.602,36,,-0.06699958;0.0540995,0.6417239,36,
00:14:55.602,00:14:55.602,36,,-0.06745744;0.0539211,0.6418594,36,
00:14:55.643,00:14:55.643,36,,-0.06815788;0.05377913,0.6417429,36,
00:14:55.643,00:14:55.643,36,,-0.0686911;0.05361146,0.6413438,36,
00:14:55.683,00:14:55.683,36,,-0.06904524;0.05360138,0.6405836,36,
00:14:55.683,00:14:55.683,36,,-0.06909785;0.05356729,0.6398268,36,
00:14:55.723,00:14:55.723,36,,-0.0683633;0.05325991,0.6393002,36,
00:14:55.766,00:14:55.766,36,,-0.06788938;0.05311364,0.6391526,36,
00:14:55.766,00:14:55.766,36,,-0.06694745;0.05289167,0.6392456,36,
00:14:55.807,00:14:55.807,36,,-0.06648863;0.05279231,0.6394704,36,
00:14:55.807,00:14:55.807,36,,-0.06630902;0.05277193,0.6395926,36,
00:14:55.848,00:14:55.848,36,,-0.06635067;0.0526318,0.6394491,36,
00:14:55.848,00:14:55.848,36,,-0.06699727;0.05269521,0.6391066,36,
00:14:55.889,00:14:55.889,36,,-0.0675941;0.05277354,0.6387997,36,
00:14:55.889,00:14:55.889,36,,-0.06835478;0.05263591,0.6381862,36,
00:14:55.930,00:14:55.930,36,,-0.06899996;0.05249912,0.6375613,36,
00:14:55.931,00:14:55.931,36,,-0.0694019;0.05233538,0.6370872,36,
00:15:05.611,00:15:05.611,,,,,
00:15:08.467,00:15:08.467,37,,0.03410798;0.11411,0.559343,37,
00:15:08.497,00:15:08.497,37,,0.03455448;0.1136866,0.5595155,37,
00:15:08.538,00:15:08.538,37,,0.03545428;0.1129444,0.5599827,37,
00:15:08.538,00:15:08.538,37,,0.03676633;0.1121683,0.5603616,37,
00:15:08.573,00:15:08.573,37,,0.03770489;0.1109964,0.5604643,37,
00:15:08.573,00:15:08.573,37,,0.03764276;0.1098567,0.5600932,37,
00:15:08.614,00:15:08.614,37,,0.03918198;0.1074142,0.5603794,37,
00:15:08.614,00:15:08.614,37,,0.04012062;0.1061266,0.5603662,37,
00:15:08.665,00:15:08.665,37,,0.04135488;0.1038198,0.560767,37,
00:15:08.665,00:15:08.665,37,,0.04231804;0.1020523,0.5611057,37,
00:15:08.713,00:15:08.713,37,,0.04413179;0.09917089,0.561425,37,
00:15:08.744,00:15:08.744,37,,0.04606394;0.09615088,0.5617926,37,
00:15:08.744,00:15:08.744,37,,0.04733468;0.0940285,0.5619999,37,
00:15:08.777,00:15:08.777,37,,0.04932152;0.09058779,0.5626663,37,
00:15:08.777,00:15:08.777,37,,0.0511146;0.08725801,0.563345,37,
00:15:08.818,00:15:08.818,37,,0.05236187;0.08489704,0.5641062,37,
00:15:08.818,00:15:08.818,37,,0.05406985;0.08149025,0.5653067,37,
00:15:08.871,00:15:08.871,37,,0.05538347;0.07801998,0.5666559,37,
00:15:08.871,00:15:08.871,37,,0.05643387;0.07589382,0.567625,37,
00:15:08.905,00:15:08.905,37,,0.05740181;0.07235974,0.5687633,37,
00:15:08.905,00:15:08.905,37,,0.05833403;0.06923324,0.5704844,37,
00:15:08.942,00:15:08.942,37,,0.05868263;0.06715804,0.5714203,37,
00:15:08.942,00:15:08.942,37,,0.05867616;0.06504336,0.5721936,37,
00:15:08.994,00:15:08.994,37,,0.05887434;0.06078973,0.5735611,37,
00:15:09.036,00:15:09.036,37,,0.05861127;0.05885926,0.5741726,37,
00:15:09.036,00:15:09.036,37,,0.05835786;0.05584276,0.5750424,37,
00:15:09.088,00:15:09.088,37,,0.05785862;0.0527716,0.5756419,37,
00:15:09.088,00:15:09.088,37,,0.05730037;0.05088329,0.5763776,37,
00:15:09.123,00:15:09.123,37,,0.05618596;0.04838312,0.5771554,37,
00:15:09.123,00:15:09.123,37,,0.05479033;0.0459207,0.5779369,37,
00:15:09.168,00:15:09.168,37,,0.05349884;0.04434988,0.5786688,37,
00:15:09.168,00:15:09.168,37,,0.05176205;0.04242536,0.579393,37,
00:15:09.199,00:15:09.199,37,,0.04950059;0.0407086,0.5799476,37,
00:15:09.199,00:15:09.199,37,,0.04777439;0.0393481,0.5803914,37,
00:15:09.233,00:15:09.233,37,,0.04491816;0.03772801,0.5808988,37,
00:15:09.233,00:15:09.233,37,,0.04196407;0.03609258,0.5816088,37,
00:15:09.275,00:15:09.275,37,,0.03994722;0.03473961,0.5823063,37,
00:15:09.275,00:15:09.275,37,,0.0368503;0.03322381,0.5831292,37,
00:15:09.318,00:15:09.318,37,,0.03352195;0.0316065,0.5840634,37,
00:15:09.369,00:15:09.369,37,,0.03265272;0.03101432,0.5844859,37,
00:15:09.369,00:15:09.369,37,,0.02797033;0.02891833,0.5859972,37,
00:15:09.401,00:15:09.401,37,,0.0244562;0.02744538,0.5869333,37,
00:15:09.401,00:15:09.401,37,,0.02211532;0.02657646,0.5876569,37,
00:15:09.451,00:15:09.451,37,,0.01850966;0.02536672,0.5888566,37,
00:15:09.451,00:15:09.451,37,,0.01494952;0.02418095,0.5899941,37,
00:15:09.482,00:15:09.482,37,,0.01258124;0.02339238,0.5905348,37,
00:15:09.483,00:15:09.483,37,,0.008691743;0.02262038,0.5911308,37,
00:15:09.524,00:15:09.524,37,,0.005231671;0.02211791,0.5915445,37,
00:15:09.524,00:15:09.524,37,,0.002681706;0.02200723,0.5916013,37,
00:15:09.568,00:15:09.568,37,,-0.00118012;0.02195674,0.5915084,37,
00:15:09.620,00:15:09.620,37,,-0.005302381;0.0223127,0.5912589,37,
00:15:09.620,00:15:09.620,37,,-0.007940445;0.02269554,0.5911436,37,
00:15:09.667,00:15:09.667,37,,-0.011511;0.02324241,0.5908673,37,
00:15:09.667,00:15:09.667,37,,-0.01560763;0.02417362,0.5905102,37,
00:15:09.667,00:15:09.667,37,,-0.01843771;0.02494782,0.5906873,37,
00:15:09.698,00:15:09.698,37,,-0.02196539;0.02587706,0.5902845,37,
00:15:09.739,00:15:09.739,37,,-0.02612873;0.02710795,0.5898098,37,
00:15:09.739,00:15:09.739,37,,-0.03001632;0.02836752,0.5895554,37,
00:15:09.780,00:15:09.780,37,,-0.03257838;0.02971262,0.5896305,37,
00:15:09.780,00:15:09.780,37,,-0.03609603;0.03113639,0.5888902,37,
00:15:09.821,00:15:09.821,37,,-0.0386117;0.03234488,0.5888752,37,
00:15:09.821,00:15:09.821,37,,-0.04186265;0.03425306,0.5887345,37,
00:15:09.865,00:15:09.865,37,,-0.04496595;0.03646755,0.5886801,37,
00:15:09.866,00:15:09.866,37,,-0.04728523;0.03776896,0.5886151,37,
00:15:09.918,00:15:09.918,37,,-0.05080747;0.04013336,0.5882943,37,
00:15:09.918,00:15:09.918,37,,-0.05389218;0.0426321,0.5880251,37,
00:15:09.964,00:15:09.964,37,,-0.05596076;0.04424274,0.5878006,37,
00:15:09.964,00:15:09.964,37,,-0.05880193;0.04703009,0.5868838,37,
00:15:10.010,00:15:10.010,37,,-0.06163942;0.0496453,0.5857062,37,
00:15:10.010,00:15:10.010,37,,-0.06332784;0.0517593,0.5851427,37,
00:15:10.041,00:15:10.041,37,,-0.06577793;0.05478966,0.583645,37,
00:15:10.041,00:15:10.041,37,,-0.06778856;0.05805123,0.5819374,37,
00:15:10.086,00:15:10.086,37,,-0.06888569;0.06009948,0.58064,37,
00:15:10.086,00:15:10.086,37,,-0.07025455;0.06348467,0.5787439,37,
00:15:10.138,00:15:10.138,37,,-0.07077719;0.06582767,0.5772873,37,
00:15:10.138,00:15:10.138,37,,-0.0720222;0.06879008,0.5753932,37,
00:15:10.168,00:15:10.168,37,,-0.0723078;0.07134056,0.5740091,37,
00:15:10.208,00:15:10.208,37,,-0.07315768;0.07554924,0.571392,37,
00:15:10.208,00:15:10.208,37,,-0.07308974;0.07720309,0.5700665,37,
00:15:10.260,00:15:10.260,37,,-0.07148685;0.08125085,0.5683314,37,
00:15:10.260,00:15:10.260,37,,-0.07119687;0.08407694,0.5664014,37,
00:15:10.291,00:15:10.291,37,,-0.07034025;0.08633673,0.5651067,37,
00:15:10.291,00:15:10.291,37,,-0.06886484;0.08968025,0.5627698,37,
00:15:10.325,00:15:10.325,37,,-0.06690755;0.09151703,0.5617155,37,
00:15:10.325,00:15:10.325,37,,-0.0646907;0.09440881,0.5597342,37,
00:15:10.370,00:15:10.370,37,,-0.06260325;0.09665108,0.5580776,37,
00:15:10.370,00:15:10.370,37,,-0.06135514;0.0978775,0.557678,37,
00:15:10.413,00:15:10.413,37,,-0.06020892;0.09853649,0.5576211,37,
00:15:10.463,00:15:10.463,37,,-0.05860379;0.09931976,0.5576006,37,
00:15:10.463,00:15:10.463,37,,-0.0576038;0.09992677,0.5574214,37,
00:15:10.494,00:15:10.494,37,,-0.05706842;0.09943181,0.5576873,37,
00:15:10.494,00:15:10.494,37,,-0.05683359;0.09855807,0.557743,37,
00:15:10.535,00:15:10.535,37,,-0.05660067;0.0968191,0.5578577,37,
00:15:10.535,00:15:10.535,37,,-0.05676829;0.09506685,0.5579718,37,
00:15:10.589,00:15:10.589,37,,-0.05619895;0.09318823,0.5576305,37,
00:15:11.316,00:15:11.316,38,,0.01338312;0.05180752,0.5562972,38,
00:15:11.369,00:15:11.369,38,,0.01375005;0.05379462,0.5568369,38,
00:15:11.402,00:15:11.402,38,,0.01371957;0.05557233,0.5568404,38,
00:15:11.402,00:15:11.402,38,,0.01412297;0.05691847,0.557197,38,
00:15:11.443,00:15:11.443,38,,0.01331459;0.05851841,0.5564747,38,
00:15:11.443,00:15:11.443,38,,0.01158436;0.06043822,0.5561602,38,
00:15:11.495,00:15:11.495,38,,0.009655766;0.06121892,0.5556049,38,
00:15:11.496,00:15:11.496,38,,0.006764591;0.06264085,0.555194,38,
00:15:11.529,00:15:11.529,38,,0.003097236;0.06378466,0.5551111,38,
00:15:11.529,00:15:11.529,38,,0.0002361238;0.06406367,0.5550395,38,
00:15:11.560,00:15:11.560,38,,-0.004506648;0.06445944,0.555454,38,
00:15:11.615,00:15:11.615,38,,-0.00777825;0.06421876,0.5559797,38,
00:15:11.615,00:15:11.615,38,,-0.01276289;0.06407291,0.5573277,38,
00:15:11.646,00:15:11.646,38,,-0.01734821;0.06270993,0.5591847,38,
00:15:11.646,00:15:11.646,38,,-0.02106313;0.06108493,0.5615655,38,
00:15:11.699,00:15:11.699,38,,-0.02330581;0.05938423,0.5633612,38,
00:15:11.699,00:15:11.699,38,,-0.02492246;0.05689973,0.5666196,38,
00:15:11.745,00:15:11.745,38,,-0.0247792;0.054097,0.569856,38,
00:15:11.745,00:15:11.745,38,,-0.02435784;0.0518319,0.5717067,38,
00:15:11.776,00:15:11.776,38,,-0.02081371;0.04871237,0.5744786,38,
00:15:11.776,00:15:11.776,38,,-0.016758;0.04575688,0.5758771,38,
00:15:11.817,00:15:11.817,38,,-0.01321587;0.04415172,0.5765917,38,
00:15:11.817,00:15:11.817,38,,-0.007554367;0.04206431,0.5771589,38,
00:15:11.858,00:15:11.858,38,,-0.001500674;0.04067189,0.5769851,38,
00:15:11.858,00:15:11.858,38,,0.00273528;0.0400129,0.5765079,38,
00:15:11.898,00:15:11.898,38,,0.007915996;0.03977072,0.5749379,38,
00:15:11.943,00:15:11.943,38,,0.01239418;0.04034275,0.5725373,38,
00:15:11.943,00:15:11.943,38,,0.01497938;0.04089016,0.570883,38,
00:15:11.996,00:15:11.996,38,,0.01754073;0.04294479,0.567705,38,
00:15:11.996,00:15:11.996,38,,0.01925879;0.04431105,0.5663714,38,
00:15:12.027,00:15:12.027,38,,0.02031747;0.04718962,0.5634882,38,
00:15:12.027,00:15:12.027,38,,0.02023971;0.05050382,0.5607889,38,
00:15:12.067,00:15:12.067,38,,0.01927801;0.0540137,0.5583045,38,
00:15:12.067,00:15:12.067,38,,0.01793106;0.05640563,0.5562878,38,
00:15:12.119,00:15:12.119,38,,0.01509011;0.05962387,0.5539834,38,
00:15:12.119,00:15:12.119,38,,0.01174259;0.0623827,0.5515338,38,
00:15:12.147,00:15:12.147,38,,0.009478979;0.06359386,0.5503364,38,
00:15:12.147,00:15:12.147,38,,0.006533042;0.06469402,0.548227,38,
00:15:12.198,00:15:12.198,38,,0.004465796;0.06390136,0.5465605,38,
00:15:12.198,00:15:12.198,38,,0.003962219;0.06269032,0.545338,38,
00:15:37.640,00:15:37.640,39,,-0.05413725;0.05197328,0.6186257,39,
00:15:37.681,00:15:37.681,39,,-0.05552955;0.05221862,0.6207457,39,
00:15:37.721,00:15:37.721,39,,-0.05626288;0.05240077,0.6221668,39,
00:15:37.722,00:15:37.722,39,,-0.0575543;0.05249703,0.6241468,39,
00:15:37.763,00:15:37.763,39,,-0.05847874;0.05278069,0.6254531,39,
00:15:37.763,00:15:37.763,39,,-0.0590331;0.05271566,0.6267824,39,
00:15:37.806,00:15:37.806,39,,-0.05968567;0.05298001,0.6273467,39,
00:15:37.806,00:15:37.806,39,,-0.05971522;0.05300635,0.6272528,39,
00:15:37.846,00:15:37.846,39,,-0.05925815;0.05294448,0.6263593,39,
00:15:37.846,00:15:37.846,39,,-0.05873142;0.05291158,0.624781,39,
00:15:37.886,00:15:37.886,39,,-0.05753519;0.05288631,0.6223111,39,
00:15:37.887,00:15:37.887,39,,-0.05658868;0.05289954,0.6206167,39,
00:15:37.928,00:15:37.928,39,,-0.05493592;0.05290967,0.617783,39,
00:15:37.969,00:15:37.969,39,,-0.05415601;0.05262035,0.6158766,39,
00:15:37.970,00:15:37.970,39,,-0.05218808;0.05246329,0.6129593,39,
00:15:38.008,00:15:38.008,39,,-0.05084743;0.05245703,0.6104196,39,
00:15:38.008,00:15:38.008,39,,-0.04927182;0.05240691,0.6082728,39,
00:15:38.048,00:15:38.048,39,,-0.04845129;0.05235142,0.6074512,39,
00:15:38.048,00:15:38.048,39,,-0.0473667;0.05226731,0.6069241,39,
00:15:38.088,00:15:38.088,39,,-0.04689074;0.05243647,0.6071903,39,
00:15:38.089,00:15:38.089,39,,-0.04694813;0.05252159,0.6080134,39,
00:15:38.129,00:15:38.129,39,,-0.04863236;0.05286914,0.6104149,39,
00:15:38.129,00:15:38.129,39,,-0.05043296;0.05318373,0.6130291,39,
00:15:38.170,00:15:38.170,39,,-0.05187383;0.0532515,0.6151458,39,
00:15:38.211,00:15:38.211,39,,-0.05439283;0.05358905,0.6183125,39,
00:15:38.211,00:15:38.211,39,,-0.05594672;0.05385435,0.6200953,39,
00:15:38.253,00:15:38.253,39,,-0.0585057;0.05407661,0.6221985,39,
00:15:38.253,00:15:38.253,39,,-0.06037231;0.05398464,0.6230022,39,
00:15:38.292,00:15:38.292,39,,-0.0609492;0.05337882,0.6223474,39,
00:15:38.292,00:15:38.292,39,,-0.0610558;0.05279207,0.6212447,39,
00:15:38.335,00:15:38.335,39,,-0.06042583;0.05216688,0.6193525,39,
00:15:38.335,00:15:38.335,39,,-0.05794508;0.0504424,0.6146591,39,
00:15:38.374,00:15:38.374,39,,-0.05641374;0.0496552,0.6120002,39,
00:15:38.375,00:15:38.375,39,,-0.05442626;0.04845029,0.6082599,39,
00:15:41.793,00:15:41.793,,,,,
00:15:56.009,00:15:56.009,40,,0.05702627;-0.3987371,0.2002796,40,
00:15:56.051,00:15:56.051,40,,0.05770506;-0.4009172,0.1962255,40,
00:15:56.091,00:15:56.091,40,,0.05874884;-0.402847,0.1927195,40,
00:15:56.131,00:15:56.131,40,,0.06004545;-0.4047186,0.1898726,40,
00:15:56.176,00:15:56.176,40,,0.06130235;-0.4058413,0.1883282,40,
00:15:56.225,00:15:56.225,40,,0.06366937;-0.407216,0.1865055,40,
00:15:56.225,00:15:56.225,40,,0.06542592;-0.4088153,0.1854655,40,
00:15:56.263,00:15:56.263,40,,0.06694086;-0.4103824,0.1841985,40,
00:15:57.143,00:15:57.143,41,,0.05519477;-0.4058756,0.178142,41,
00:15:57.184,00:15:57.184,41,,0.05299075;-0.4058591,0.1785114,41,
00:15:57.223,00:15:57.223,41,,0.05147861;-0.4057932,0.1790609,41,
00:15:57.263,00:15:57.263,41,,0.05029833;-0.4059786,0.1794589,41,
00:15:57.311,00:15:57.311,41,,0.04971395;-0.4057889,0.1800888,41,
00:15:57.357,00:15:57.357,41,,0.04916151;-0.4055343,0.1808406,41,
00:15:57.357,00:15:57.357,41,,0.04954219;-0.4053017,0.1811794,41,
00:15:57.396,00:15:57.396,41,,0.05043335;-0.4057121,0.180871,41,
00:17:28.547,00:17:28.547,42,,0.06754443;-0.3680443,0.2208416,42,
00:17:28.587,00:17:28.587,42,,0.06784637;-0.3674136,0.2197416,42,
00:17:28.629,00:17:28.629,42,,0.0684042;-0.3666978,0.2194927,42,
00:17:28.671,00:17:28.671,42,,0.06877072;-0.3658659,0.219536,42,
00:17:28.712,00:17:28.712,42,,0.06928052;-0.3639305,0.2199334,42,
00:17:28.755,00:17:28.755,42,,0.06954397;-0.3632009,0.220024,42,
00:18:36.579,00:18:36.579,43,,-0.03081348;0.01896977,0.6319637,43,
00:18:36.621,00:18:36.621,43,,-0.03109971;0.01943618,0.6320396,43,
00:18:36.621,00:18:36.621,43,,-0.03120106;0.01961029,0.6320216,43,
00:18:36.665,00:18:36.665,43,,-0.03110823;0.01992059,0.6321819,43,
00:18:36.707,00:18:36.707,43,,-0.03068805;0.02003801,0.6318406,43,
00:18:36.707,00:18:36.707,43,,-0.03037022;0.02028173,0.6318799,43,
00:18:36.751,00:18:36.751,43,,-0.03000028;0.02035469,0.6317135,43,
00:18:36.751,00:18:36.751,43,,-0.02950016;0.0203948,0.6317075,43,
00:18:36.796,00:18:36.796,43,,-0.0290143;0.02045441,0.6319571,43,
00:18:36.796,00:18:36.796,43,,-0.02829041;0.02036446,0.6324525,43,
