StartTime,EndTime,Title,Annotation,MainCategory,Category2,Category3
00:05:35.036,00:05:35.036,29,,-0.07248637;-0.199442,0.6842578,29,
00:05:35.036,00:05:35.036,29,,-0.07337573;-0.1989213,0.6842157,29,
00:05:35.086,00:05:35.086,29,,-0.07363704;-0.1989719,0.6840687,29,
00:05:35.086,00:05:35.086,29,,-0.07395418;-0.1977578,0.6840825,29,
00:05:35.129,00:05:35.129,29,,-0.07414917;-0.1971931,0.6841424,29,
00:05:35.129,00:05:35.129,29,,-0.07476091;-0.1972334,0.6837022,29,
00:05:35.198,00:05:35.198,29,,-0.07450684;-0.1972935,0.6836092,29,
00:05:35.198,00:05:35.198,29,,-0.07085559;-0.1910852,0.6814747,29,
00:05:35.225,00:05:35.225,29,,-0.07420732;-0.1979379,0.6831565,29,
00:05:35.225,00:05:35.225,29,,-0.07342844;-0.1980081,0.6826258,29,
00:05:35.225,00:05:35.225,29,,-0.073083;-0.198391,0.6821655,29,
00:05:35.274,00:05:35.274,29,,-0.06878623;-0.1927603,0.6791586,29,
00:05:35.274,00:05:35.274,29,,-0.07152166;-0.2003348,0.680156,29,
00:05:35.316,00:05:35.316,29,,-0.0707489;-0.2010537,0.6789713,29,
00:05:35.316,00:05:35.316,29,,-0.06977042;-0.2019169,0.676838,29,
00:05:38.088,00:05:38.088,30,,-0.05406724;-0.2150278,0.6852107,30,
00:05:38.127,00:05:38.127,30,,-0.05376576;-0.2150872,0.6852886,30,
00:05:38.168,00:05:38.168,30,,-0.05384836;-0.2148713,0.6854818,30,
00:05:38.168,00:05:38.168,30,,-0.05402347;-0.2149916,0.685612,30,
00:05:38.211,00:05:38.211,30,,-0.05392757;-0.2151569,0.6858255,30,
00:05:38.211,00:05:38.211,30,,-0.05455224;-0.2153364,0.6865834,30,
00:05:38.251,00:05:38.251,30,,-0.05498435;-0.2155042,0.6866974,30,
00:05:38.252,00:05:38.252,30,,-0.0550531;-0.2156268,0.6870962,30,
00:05:38.297,00:05:38.297,30,,-0.05524057;-0.2156646,0.6875663,30,
00:05:38.297,00:05:38.297,30,,-0.05475802;-0.2156637,0.6870703,30,
00:05:38.337,00:05:38.337,30,,-0.05468886;-0.2159544,0.6869411,30,
00:05:38.337,00:05:38.337,30,,-0.05453369;-0.2164013,0.6869048,30,
00:05:38.410,00:05:38.410,30,,-0.05504549;-0.2165516,0.6874079,30,
00:05:38.410,00:05:38.410,30,,-0.05563316;-0.2175784,0.6877823,30,
00:05:38.425,00:05:38.425,30,,-0.05600217;-0.2174432,0.6880084,30,
00:05:38.425,00:05:38.425,30,,-0.05552731;-0.2174166,0.6876473,30,
00:05:38.465,00:05:38.465,30,,-0.05577504;-0.2177987,0.688047,30,
00:05:38.466,00:05:38.466,30,,-0.05542179;-0.2178528,0.6880951,30,
00:05:38.509,00:05:38.509,30,,-0.0555574;-0.2187049,0.6886322,30,
00:05:38.509,00:05:38.509,30,,-0.05553838;-0.219586,0.6887866,30,
00:05:38.552,00:05:38.552,30,,-0.05585177;-0.2203003,0.6890126,30,
00:05:38.597,00:05:38.597,30,,-0.05549658;-0.2206868,0.6887228,30,
00:05:38.597,00:05:38.597,30,,-0.05572866;-0.2213874,0.6889859,30,
00:05:38.597,00:05:38.597,30,,-0.05533485;-0.2214818,0.6887039,30,
00:05:38.639,00:05:38.639,30,,-0.05500656;-0.2214082,0.6883902,30,
00:05:38.679,00:05:38.679,30,,-0.05527104;-0.2223366,0.6889138,30,
00:05:38.679,00:05:38.679,30,,-0.05516617;-0.2225216,0.688958,30,
00:05:38.780,00:05:38.780,30,,-0.0548882;-0.222883,0.6887575,30,
00:05:38.780,00:05:38.780,30,,-0.05513107;-0.2236651,0.689266,30,
00:05:38.780,00:05:38.780,30,,-0.05474803;-0.2240645,0.6892089,30,
00:05:38.780,00:05:38.780,30,,-0.05548805;-0.2249663,0.6901498,30,
00:05:38.813,00:05:38.813,30,,-0.05540905;-0.2252935,0.6903412,30,
00:05:38.813,00:05:38.813,30,,-0.05625736;-0.2263894,0.6914524,30,
00:05:38.860,00:05:38.860,30,,-0.05606933;-0.2265121,0.6912588,30,
00:05:38.860,00:05:38.860,30,,-0.05643131;-0.2268929,0.6917408,30,
00:05:38.902,00:05:38.902,30,,-0.05670034;-0.2264051,0.6915716,30,
00:05:38.902,00:05:38.902,30,,-0.05692299;-0.2263255,0.691834,30,
00:05:38.943,00:05:38.943,30,,-0.05678597;-0.2256465,0.6914322,30,
00:05:38.943,00:05:38.943,30,,-0.05635621;-0.2254718,0.6907926,30,
00:05:38.989,00:05:38.989,30,,-0.05671737;-0.2251829,0.6909012,30,
00:05:38.989,00:05:38.989,30,,-0.05693144;-0.2241434,0.6906379,30,
00:05:39.032,00:05:39.032,30,,-0.05679477;-0.2228686,0.6899326,30,
00:05:39.032,00:05:39.032,30,,-0.05725577;-0.2221733,0.6899162,30,
00:05:39.075,00:05:39.075,30,,-0.0569104;-0.2208623,0.6892439,30,
00:05:39.075,00:05:39.075,30,,-0.05719787;-0.2204531,0.6893698,30,
00:05:39.117,00:05:39.117,30,,-0.05708356;-0.219199,0.6889516,30,
00:05:39.117,00:05:39.117,30,,-0.05708112;-0.2180194,0.6888107,30,
00:05:39.156,00:05:39.156,30,,-0.0569278;-0.2165058,0.6882359,30,
00:05:39.156,00:05:39.156,30,,-0.05666693;-0.2161758,0.6880478,30,
00:05:39.200,00:05:39.200,30,,-0.05626804;-0.2158591,0.6878818,30,
00:05:39.200,00:05:39.200,30,,-0.05579901;-0.2158313,0.6877259,30,
00:05:39.243,00:05:39.243,30,,-0.05605473;-0.2156326,0.687767,30,
00:05:39.243,00:05:39.243,30,,-0.05595431;-0.2159845,0.6876562,30,
00:05:39.286,00:05:39.286,30,,-0.05599216;-0.2162582,0.6877421,30,
00:05:39.286,00:05:39.286,30,,-0.05614943;-0.2179034,0.6881903,30,
00:05:39.329,00:05:39.329,30,,-0.05571271;-0.2187986,0.6881536,30,
00:05:39.374,00:05:39.374,30,,-0.05610959;-0.2197378,0.6886038,30,
00:05:39.374,00:05:39.374,30,,-0.05648067;-0.2210532,0.6892065,30,
00:05:39.374,00:05:39.374,30,,-0.0553888;-0.2221885,0.6882057,30,
00:05:39.415,00:05:39.415,30,,-0.05587959;-0.2226382,0.6890223,30,
00:05:39.459,00:05:39.459,30,,-0.05642066;-0.2243538,0.6898996,30,
00:05:39.459,00:05:39.459,30,,-0.05658346;-0.2243693,0.6899409,30,
00:05:39.524,00:05:39.524,30,,-0.05626748;-0.2237059,0.6890411,30,
00:05:39.524,00:05:39.524,30,,-0.05608173;-0.2239242,0.6888182,30,
00:05:39.551,00:05:39.551,30,,-0.05613832;-0.2236458,0.6886383,30,
00:05:39.552,00:05:39.552,30,,-0.05631761;-0.2230746,0.6882701,30,
00:05:39.609,00:05:39.609,30,,-0.05691413;-0.2227492,0.6886423,30,
00:05:39.609,00:05:39.609,30,,-0.05663511;-0.220915,0.6878053,30,
00:05:39.639,00:05:39.639,30,,-0.0563084;-0.2191824,0.6872078,30,
00:05:39.639,00:05:39.639,30,,-0.05642561;-0.218423,0.6869966,30,
00:05:39.679,00:05:39.679,30,,-0.05656892;-0.2177343,0.6869088,30,
00:05:39.679,00:05:39.679,30,,-0.05674656;-0.2169212,0.6870528,30,
00:05:39.719,00:05:39.719,30,,-0.0565444;-0.2159811,0.6864898,30,
00:05:39.719,00:05:39.719,30,,-0.05650587;-0.215905,0.686721,30,
00:05:39.762,00:05:39.762,30,,-0.05637806;-0.2166058,0.6873345,30,
00:05:39.763,00:05:39.763,30,,-0.05604769;-0.2171018,0.6876442,30,
00:05:39.805,00:05:39.805,30,,-0.05602181;-0.219138,0.6888015,30,
00:05:39.805,00:05:39.805,30,,-0.05609178;-0.2213845,0.6896212,30,
00:05:39.847,00:05:39.847,30,,-0.05528187;-0.2228214,0.6894304,30,
00:05:39.847,00:05:39.847,30,,-0.0555758;-0.2252444,0.6900264,30,
00:05:39.901,00:05:39.901,30,,-0.05491129;-0.2255063,0.6881618,30,
00:05:39.902,00:05:39.902,30,,-0.05592291;-0.2263582,0.6873481,30,
00:05:39.933,00:05:39.933,30,,-0.05610584;-0.2267286,0.6846478,30,
00:05:39.933,00:05:39.933,30,,-0.05689801;-0.2262984,0.681355,30,
00:05:47.656,00:05:47.656,,,,,
00:13:16.782,00:13:16.782,31,,0.04969344;0.2744517,0.576912,31,
00:13:16.822,00:13:16.822,31,,0.04984464;0.2745792,0.5770022,31,
00:13:16.863,00:13:16.863,31,,0.04975213;0.2746735,0.5769678,31,
00:13:16.863,00:13:16.863,31,,0.04976691;0.2746641,0.5769392,31,
00:13:16.903,00:13:16.903,31,,0.04977557;0.2744612,0.5769483,31,
00:13:16.903,00:13:16.903,31,,0.04995105;0.2743047,0.5770639,31,
00:13:16.943,00:13:16.943,31,,0.05030301;0.2804358,0.5742984,31,
00:13:16.944,00:13:16.944,31,,0.05010851;0.2802844,0.574353,31,
00:13:16.985,00:13:16.985,31,,0.04983482;0.2796788,0.5748786,31,
00:13:16.985,00:13:16.985,31,,0.04970574;0.2794513,0.5749713,31,
00:13:17.026,00:13:17.026,31,,0.0495795;0.2727351,0.577955,31,
00:13:17.026,00:13:17.026,31,,0.04938054;0.2720956,0.5782802,31,
00:13:17.068,00:13:17.068,31,,0.04913406;0.2720359,0.5781909,31,
00:13:17.109,00:13:17.109,31,,0.04873282;0.2714054,0.5783348,31,
00:13:17.109,00:13:17.109,31,,0.04827708;0.2703827,0.578473,31,
00:13:17.151,00:13:17.151,31,,0.04801518;0.2703016,0.5783461,31,
00:13:17.152,00:13:17.152,31,,0.0477156;0.2698684,0.57831,31,
00:13:17.192,00:13:17.192,31,,0.04729781;0.2687725,0.578642,31,
00:13:17.192,00:13:17.192,31,,0.04692648;0.2679451,0.5788146,31,
00:13:17.232,00:13:17.232,31,,0.04599164;0.2667224,0.5792105,31,
00:13:17.232,00:13:17.232,31,,0.0459064;0.2667278,0.5792654,31,
00:13:17.271,00:13:17.271,31,,0.04523467;0.2656798,0.5794434,31,
00:13:17.271,00:13:17.271,31,,0.04501937;0.2651111,0.5793249,31,
00:13:17.314,00:13:17.314,31,,0.04421979;0.2637963,0.579285,31,
00:13:17.354,00:13:17.354,31,,0.04374056;0.2629721,0.5791379,31,
00:13:17.354,00:13:17.354,31,,0.04296625;0.2615472,0.5790534,31,
00:13:17.394,00:13:17.394,31,,0.04244743;0.2614261,0.5783027,31,
00:13:17.394,00:13:17.394,31,,0.04190702;0.2605254,0.5781105,31,
00:13:17.435,00:13:17.435,31,,0.04104304;0.2598462,0.5775893,31,
00:13:17.435,00:13:17.435,31,,0.04063462;0.2595079,0.5772611,31,
00:13:17.476,00:13:17.476,31,,0.04026852;0.2594043,0.576939,31,
00:13:17.476,00:13:17.476,31,,0.03986281;0.25883,0.5762625,31,
00:13:17.516,00:13:17.516,31,,0.03958037;0.2585699,0.5758011,31,
00:13:17.557,00:13:17.557,31,,0.03948426;0.2580068,0.5756881,31,
00:13:17.557,00:13:17.557,31,,0.03954627;0.2580699,0.5754889,31,
00:13:17.598,00:13:17.598,31,,0.03943302;0.2582211,0.5753793,31,
00:13:17.598,00:13:17.598,31,,0.03962769;0.2647101,0.5724061,31,
00:13:17.639,00:13:17.639,31,,0.03912392;0.2643141,0.5728292,31,
00:13:17.639,00:13:17.639,31,,0.03868489;0.2647547,0.5724872,31,
00:13:17.680,00:13:17.680,31,,0.03818473;0.2642254,0.5729753,31,
00:13:17.680,00:13:17.680,31,,0.03756034;0.2649577,0.5724888,31,
00:13:17.721,00:13:17.721,31,,0.03653316;0.2648035,0.572788,31,
00:13:17.721,00:13:17.721,31,,0.03593826;0.2640432,0.573506,31,
00:13:17.764,00:13:17.764,31,,0.0351861;0.2649518,0.5730183,31,
00:13:17.764,00:13:17.764,31,,0.03399208;0.2595509,0.5753845,31,
00:13:17.805,00:13:17.805,31,,0.03327294;0.259815,0.5754563,31,
00:13:17.805,00:13:17.805,31,,0.03191967;0.2598575,0.5753738,31,
00:13:17.845,00:13:17.845,31,,0.03059971;0.2600309,0.5753614,31,
00:13:17.886,00:13:17.886,31,,0.02959798;0.2602593,0.5751517,31,
00:13:17.886,00:13:17.886,31,,0.02832845;0.2600896,0.5754026,31,
00:13:17.926,00:13:17.926,31,,0.02739042;0.2609339,0.5750327,31,
00:13:17.926,00:13:17.926,31,,0.02625641;0.2606186,0.5751436,31,
00:13:17.966,00:13:17.966,31,,0.02528949;0.2608347,0.5750703,31,
00:13:17.966,00:13:17.966,31,,0.02347443;0.2661164,0.5724669,31,
00:13:18.007,00:13:18.007,31,,0.02302228;0.2661114,0.5725031,31,
00:13:18.007,00:13:18.007,31,,0.02185427;0.2657371,0.5724751,31,
00:13:18.064,00:13:18.064,31,,0.0213536;0.2658479,0.5721054,31,
00:13:18.064,00:13:18.064,31,,0.02095459;0.2657116,0.5720075,31,
00:13:18.104,00:13:18.104,31,,0.02015381;0.2651963,0.5718751,31,
00:13:18.104,00:13:18.104,31,,0.01961771;0.2649978,0.5716389,31,
00:13:18.146,00:13:18.146,31,,0.01939277;0.2649598,0.5716358,31,
00:13:18.146,00:13:18.146,31,,0.01907992;0.2647713,0.5715412,31,
00:13:18.191,00:13:18.191,31,,0.0189047;0.2644022,0.5715048,31,
00:13:18.191,00:13:18.191,31,,0.01897642;0.2643766,0.5715874,31,
00:13:18.232,00:13:18.232,31,,0.01924829;0.2640949,0.5717871,31,
00:13:18.232,00:13:18.232,31,,0.01967755;0.2638166,0.5721489,31,
00:13:18.273,00:13:18.273,31,,0.0205617;0.2636615,0.5725669,31,
00:13:18.273,00:13:18.273,31,,0.02158204;0.2634217,0.5729376,31,
00:13:18.314,00:13:18.314,31,,0.02298383;0.2632468,0.5733264,31,
00:13:18.355,00:13:18.355,31,,0.02416873;0.2633257,0.5735826,31,
00:13:18.355,00:13:18.355,31,,0.02597174;0.2631778,0.5738927,31,
00:13:18.396,00:13:18.396,31,,0.02797011;0.2571848,0.5770321,31,
00:13:18.397,00:13:18.397,31,,0.0298866;0.2569609,0.5772183,31,
00:13:18.437,00:13:18.437,31,,0.03160818;0.2564223,0.5776038,31,
00:13:18.438,00:13:18.438,31,,0.03321858;0.256165,0.5778731,31,
00:13:18.477,00:13:18.477,31,,0.03449029;0.2563127,0.5780061,31,
00:13:18.477,00:13:18.477,31,,0.03622477;0.2562372,0.5782963,31,
00:13:18.520,00:13:18.520,31,,0.03786396;0.2562876,0.5784759,31,
00:13:18.520,00:13:18.520,31,,0.03885287;0.2565613,0.5784649,31,
00:13:18.560,00:13:18.560,31,,0.04000635;0.2565983,0.5784914,31,
00:13:18.560,00:13:18.560,31,,0.04148508;0.257223,0.5784168,31,
00:13:18.600,00:13:18.600,31,,0.04205391;0.2574361,0.5783154,31,
00:13:18.644,00:13:18.644,31,,0.04309361;0.258285,0.5778999,31,
00:13:18.644,00:13:18.644,31,,0.04360022;0.2586609,0.5778202,31,
00:13:18.684,00:13:18.684,31,,0.04423136;0.2599704,0.5772285,31,
00:13:18.685,00:13:18.685,31,,0.04458091;0.2665621,0.5744483,31,
00:13:18.725,00:13:18.725,31,,0.04500778;0.2684892,0.5731772,31,
00:13:18.725,00:13:18.725,31,,0.04502435;0.269172,0.5728407,31,
00:13:18.767,00:13:18.767,31,,0.0451622;0.2693901,0.5729696,31,
00:13:18.767,00:13:18.767,31,,0.04545625;0.2713756,0.5717868,31,
00:13:18.807,00:13:18.807,31,,0.04535742;0.2725686,0.5711147,31,
00:13:18.808,00:13:18.808,31,,0.04520439;0.2731004,0.5710137,31,
00:13:18.847,00:13:18.847,31,,0.04537416;0.274497,0.5702903,31,
00:13:18.888,00:13:18.888,31,,0.04554653;0.276222,0.5691784,31,
00:13:18.888,00:13:18.888,31,,0.04579608;0.277455,0.5685719,31,
00:13:18.930,00:13:18.930,31,,0.04589161;0.2779487,0.5684265,31,
00:13:18.930,00:13:18.930,31,,0.04597893;0.2784723,0.5682336,31,
00:13:18.970,00:13:18.970,31,,0.0461524;0.279213,0.5678442,31,
00:13:18.970,00:13:18.970,31,,0.04620956;0.2784996,0.5684089,31,
00:13:19.012,00:13:19.012,31,,0.04626711;0.2784429,0.5685043,31,
00:13:19.012,00:13:19.012,31,,0.04653585;0.2774683,0.5691797,31,
00:13:19.052,00:13:19.052,31,,0.0468294;0.2773192,0.569255,31,
00:13:19.052,00:13:19.052,31,,0.04665405;0.2763899,0.5696689,31,
00:13:19.093,00:13:19.093,31,,0.04678965;0.2748783,0.570594,31,
00:13:19.093,00:13:19.093,31,,0.04700826;0.2745636,0.5705686,31,
00:13:19.133,00:13:19.133,31,,0.04689819;0.27289,0.5715389,31,
00:13:19.174,00:13:19.174,31,,0.04673015;0.271105,0.5727907,31,
00:13:19.174,00:13:19.174,31,,0.0462783;0.2692737,0.5738675,31,
00:13:19.215,00:13:19.215,31,,0.04611978;0.2689361,0.5741162,31,
00:13:19.215,00:13:19.215,31,,0.04543583;0.2669207,0.5752673,31,
00:13:19.256,00:13:19.256,31,,0.04452217;0.2648689,0.5761422,31,
00:13:19.256,00:13:19.256,31,,0.04281411;0.2581612,0.5784248,31,
00:13:19.296,00:13:19.296,31,,0.04109612;0.2567309,0.5786393,31,
00:13:19.338,00:13:19.338,31,,0.0382136;0.2564693,0.5777392,31,
00:13:19.338,00:13:19.338,31,,0.03609774;0.2558892,0.5771735,31,
00:13:19.378,00:13:19.378,31,,0.0327371;0.2561181,0.5754156,31,
00:13:19.379,00:13:19.379,31,,0.02944753;0.2561641,0.5733854,31,
00:13:19.419,00:13:19.419,31,,0.02747332;0.2565004,0.5719677,31,
00:13:19.420,00:13:19.420,31,,0.02485827;0.2573588,0.5696561,31,
00:13:19.465,00:13:19.465,31,,0.02307957;0.257979,0.5681167,31,
00:13:19.465,00:13:19.465,31,,0.02181992;0.2580875,0.5674675,31,
00:13:19.506,00:13:19.506,31,,0.0209294;0.2582026,0.5666326,31,
00:13:19.506,00:13:19.506,31,,0.0208651;0.2583404,0.5659761,31,
00:13:19.546,00:13:19.546,31,,0.02168947;0.2582512,0.5656812,31,
00:13:19.547,00:13:19.547,31,,0.0228377;0.2570145,0.5654948,31,
00:13:19.588,00:13:19.588,31,,0.02567227;0.2563623,0.5651947,31,
00:13:19.588,00:13:19.588,31,,0.02770089;0.2563669,0.5644357,31,
00:13:19.629,00:13:19.629,31,,0.03135525;0.2599902,0.5613431,31,
00:13:25.091,00:13:25.091,,,,,
00:13:27.354,00:13:27.354,32,,0.01165775;0.07278204,0.5861823,32,
00:13:27.395,00:13:27.395,32,,0.01128252;0.0730235,0.586302,32,
00:13:27.435,00:13:27.435,32,,0.01114766;0.07297844,0.5862711,32,
00:13:27.435,00:13:27.435,32,,0.01107047;0.07294381,0.5865717,32,
00:13:27.475,00:13:27.475,32,,0.01093219;0.07251352,0.5871882,32,
00:13:27.476,00:13:27.476,32,,0.01110008;0.07236922,0.5876061,32,
00:13:27.517,00:13:27.517,32,,0.01086565;0.07168895,0.5882907,32,
00:13:27.517,00:13:27.517,32,,0.01031119;0.07077932,0.5891852,32,
00:13:27.557,00:13:27.557,32,,0.009831667;0.07013857,0.5897576,32,
00:13:27.557,00:13:27.557,32,,0.009439498;0.0687654,0.5905559,32,
00:13:27.598,00:13:27.598,32,,0.008775666;0.06716985,0.5917981,32,
00:13:27.639,00:13:27.639,32,,0.008462451;0.06595463,0.5924077,32,
00:13:27.639,00:13:27.639,32,,0.007950619;0.06441939,0.5932392,32,
00:13:27.679,00:13:27.679,32,,0.007165901;0.06317455,0.5939122,32,
00:13:27.679,00:13:27.679,32,,0.005893424;0.06148326,0.5947232,32,
00:13:27.719,00:13:27.719,32,,0.004782811;0.05991477,0.5955945,32,
00:13:27.719,00:13:27.719,32,,0.003296703;0.05858713,0.596274,32,
00:13:27.759,00:13:27.759,32,,0.001710027;0.05762237,0.5970716,32,
00:13:27.759,00:13:27.759,32,,-0.0004363433;0.05667263,0.5980291,32,
00:13:27.800,00:13:27.800,32,,-0.002727479;0.05601758,0.5988274,32,
00:13:27.841,00:13:27.841,32,,-0.004090786;0.05579323,0.5993934,32,
00:13:27.841,00:13:27.841,32,,-0.006431863;0.056063,0.5990868,32,
00:13:27.881,00:13:27.881,32,,-0.008619584;0.05616772,0.6004457,32,
00:13:27.881,00:13:27.881,32,,-0.01014362;0.05659491,0.600666,32,
00:13:27.921,00:13:27.921,32,,-0.01242945;0.05734414,0.6006408,32,
00:13:27.921,00:13:27.921,32,,-0.01464208;0.05835855,0.6001851,32,
00:13:27.962,00:13:27.962,32,,-0.01549278;0.05843943,0.6000815,32,
00:13:27.962,00:13:27.962,32,,-0.01770151;0.0602861,0.599267,32,
00:13:28.002,00:13:28.002,32,,-0.01954503;0.06070441,0.5987448,32,
00:13:28.002,00:13:28.002,32,,-0.02018718;0.06098765,0.5989681,32,
00:13:28.043,00:13:28.043,32,,-0.02038862;0.06173974,0.5978579,32,
00:13:28.084,00:13:28.084,32,,-0.02031217;0.0620122,0.5975598,32,
00:13:28.084,00:13:28.084,32,,-0.01993451;0.06160736,0.5972432,32,
00:13:28.124,00:13:28.124,32,,-0.01963459;0.06091082,0.5971034,32,
00:13:28.125,00:13:28.125,32,,-0.01712396;0.06007749,0.5949097,32,
00:13:28.167,00:13:28.167,32,,-0.0157286;0.05929554,0.5936951,32,
00:13:28.168,00:13:28.168,32,,-0.01396369;0.05759937,0.5921037,32,
00:13:28.646,00:13:28.646,33,,-0.01372309;0.07443124,0.5798627,33,
00:13:28.687,00:13:28.687,33,,-0.01313759;0.0736233,0.5806072,33,
00:13:28.727,00:13:28.727,33,,-0.01236646;0.0725069,0.581207,33,
00:13:28.727,00:13:28.727,33,,-0.01146575;0.07098985,0.582392,33,
00:13:28.769,00:13:28.769,33,,-0.0110364;0.06985939,0.5829972,33,
00:13:28.770,00:13:28.770,33,,-0.01078907;0.06843483,0.5840838,33,
00:13:28.810,00:13:28.810,33,,-0.01035496;0.06685132,0.5852415,33,
00:13:28.811,00:13:28.811,33,,-0.01006411;0.06586379,0.5855261,33,
00:13:28.850,00:13:28.850,33,,-0.009771161;0.06474996,0.5861863,33,
00:13:28.850,00:13:28.850,33,,-0.009640418;0.06355542,0.586436,33,
00:13:28.893,00:13:28.893,33,,-0.009397157;0.06311369,0.5863705,33,
00:13:28.893,00:13:28.893,33,,-0.009596832;0.06284577,0.5860177,33,
00:13:28.935,00:13:28.935,33,,-0.009765647;0.0627411,0.5852177,33,
00:13:28.935,00:13:28.935,33,,-0.009753779;0.06298345,0.5844004,33,
00:13:28.976,00:13:28.976,33,,-0.009961806;0.06326061,0.5826564,33,
00:13:28.976,00:13:28.976,33,,-0.01041342;0.06366551,0.58068,33,
00:13:29.355,00:13:29.355,34,,-0.005547069;0.07489443,0.5761866,34,
00:13:29.394,00:13:29.394,34,,-0.004723176;0.07368302,0.5774235,34,
00:13:29.436,00:13:29.436,34,,-0.004118912;0.07246584,0.5781612,34,
00:13:29.436,00:13:29.436,34,,-0.003421277;0.07059562,0.5792209,34,
00:13:29.476,00:13:29.476,34,,-0.002677657;0.06866741,0.5801979,34,
00:13:29.476,00:13:29.476,34,,-0.002907269;0.06765389,0.5808383,34,
00:13:29.516,00:13:29.516,34,,-0.002967119;0.06683314,0.5809665,34,
00:13:29.516,00:13:29.516,34,,-0.00334692;0.06444114,0.5796469,34,
00:13:29.558,00:13:29.558,34,,-0.003411025;0.06299734,0.5776743,34,
00:13:29.558,00:13:29.558,34,,-0.003356703;0.05990815,0.5726938,34,
00:13:39.172,00:13:39.172,,,,,
00:13:47.748,00:13:47.748,35,,0.2323152;0.2110985,0.6360697,35,
00:13:47.791,00:13:47.791,35,,0.2324505;0.2113588,0.6361083,35,
00:13:47.831,00:13:47.831,35,,0.2328223;0.2114576,0.6359491,35,
00:13:47.831,00:13:47.831,35,,0.2327926;0.2118079,0.6358236,35,
00:13:47.873,00:13:47.873,35,,0.2330745;0.2120538,0.6356866,35,
00:13:47.873,00:13:47.873,35,,0.2331265;0.2123971,0.6356604,35,
00:13:47.914,00:13:47.914,35,,0.2327812;0.2124819,0.6356267,35,
00:13:47.914,00:13:47.914,35,,0.2325322;0.2126474,0.6356474,35,
00:13:47.954,00:13:47.954,35,,0.2324359;0.212553,0.6356583,35,
00:13:47.954,00:13:47.954,35,,0.231902;0.2127925,0.6356769,35,
00:13:47.994,00:13:47.994,35,,0.2318985;0.2128654,0.6357407,35,
00:13:47.994,00:13:47.994,35,,0.2313981;0.2127463,0.6356719,35,
00:13:48.035,00:13:48.035,35,,0.2312105;0.2130287,0.6353713,35,
00:13:48.035,00:13:48.035,35,,0.2307763;0.2130277,0.635152,35,
00:13:48.078,00:13:48.078,35,,0.2308294;0.213126,0.6350319,35,
00:13:48.118,00:13:48.118,35,,0.2303445;0.213061,0.6349005,35,
00:13:48.119,00:13:48.119,35,,0.230085;0.2129862,0.6345859,35,
00:13:48.159,00:13:48.159,35,,0.2295328;0.2125716,0.6345529,35,
00:13:48.159,00:13:48.159,35,,0.2291695;0.2121763,0.6345392,35,
00:13:48.199,00:13:48.199,35,,0.2287189;0.211902,0.6342095,35,
00:13:48.199,00:13:48.199,35,,0.2282689;0.2114529,0.6340673,35,
00:13:48.239,00:13:48.239,35,,0.2275991;0.2108737,0.6336053,35,
00:13:48.239,00:13:48.239,35,,0.2271155;0.2107955,0.6330114,35,
00:13:48.279,00:13:48.279,35,,0.226593;0.2105897,0.6324346,35,
00:13:48.319,00:13:48.319,35,,0.2256959;0.209106,0.6318687,35,
00:13:48.319,00:13:48.319,35,,0.2250686;0.2085366,0.6310469,35,
00:13:48.359,00:13:48.359,35,,0.2246331;0.207854,0.6304131,35,
00:13:48.359,00:13:48.359,35,,0.2238239;0.2075492,0.6294319,35,
00:13:48.401,00:13:48.401,35,,0.2232019;0.2068576,0.628486,35,
00:13:48.401,00:13:48.401,35,,0.2228183;0.2063609,0.6278474,35,
00:13:48.440,00:13:48.440,35,,0.2220224;0.2053993,0.6269802,35,
00:13:48.440,00:13:48.440,35,,0.2210997;0.2047777,0.6259146,35,
00:13:48.482,00:13:48.482,35,,0.2204099;0.2037732,0.6253444,35,
00:13:48.482,00:13:48.482,35,,0.2196508;0.2034331,0.6241922,35,
00:13:48.522,00:13:48.522,35,,0.2187507;0.2025428,0.6235416,35,
00:13:48.563,00:13:48.563,35,,0.2178926;0.2014758,0.6225251,35,
00:13:48.563,00:13:48.563,35,,0.216724;0.2001392,0.6212386,35,
00:13:48.604,00:13:48.604,35,,0.215785;0.1993125,0.6204413,35,
00:13:48.605,00:13:48.605,35,,0.2144139;0.1980532,0.6193281,35,
00:13:48.645,00:13:48.645,35,,0.2128102;0.1965179,0.618219,35,
00:13:48.645,00:13:48.645,35,,0.2111893;0.1952733,0.6168195,35,
00:13:48.686,00:13:48.686,35,,0.2103871;0.193764,0.616099,35,
00:13:48.686,00:13:48.686,35,,0.2085589;0.1922008,0.6147538,35,
00:13:48.726,00:13:48.726,35,,0.2074715;0.1910406,0.6137214,35,
00:13:48.726,00:13:48.726,35,,0.2056244;0.189788,0.6122568,35,
00:13:48.767,00:13:48.767,35,,0.2033197;0.1881933,0.6110128,35,
00:13:48.767,00:13:48.767,35,,0.2013266;0.1864808,0.6097433,35,
00:13:48.808,00:13:48.808,35,,0.1999542;0.1857378,0.6089787,35,
00:13:48.850,00:13:48.850,35,,0.1980156;0.1841722,0.6079874,35,
00:13:48.850,00:13:48.850,35,,0.1961307;0.182949,0.6068928,35,
00:13:48.891,00:13:48.891,35,,0.1946555;0.1820975,0.6059957,35,
00:13:48.891,00:13:48.891,35,,0.1926892;0.1806833,0.6048144,35,
00:13:48.932,00:13:48.932,35,,0.1904922;0.1793088,0.6038132,35,
