Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
37,-0.011511;0.02324241,0.5908673,00:15:09.667,909.667,00:15:09.667,909.667,0,,
37,-0.01560763;0.02417362,0.5905102,00:15:09.667,909.667,00:15:09.667,909.667,0,,
37,-0.01843771;0.02494782,0.5906873,00:15:09.667,909.667,00:15:09.667,909.667,0,,
37,-0.02196539;0.02587706,0.5902845,00:15:09.698,909.698,00:15:09.698,909.698,0,,
37,-0.02612873;0.02710795,0.5898098,00:15:09.739,909.739,00:15:09.739,909.739,0,,
37,-0.03001632;0.02836752,0.5895554,00:15:09.739,909.739,00:15:09.739,909.739,0,,
37,-0.03257838;0.02971262,0.5896305,00:15:09.780,909.78,00:15:09.780,909.78,0,,
37,-0.03609603;0.03113639,0.5888902,00:15:09.780,909.78,00:15:09.780,909.78,0,,
37,-0.0386117;0.03234488,0.5888752,00:15:09.821,909.821,00:15:09.821,909.821,0,,
37,-0.04186265;0.03425306,0.5887345,00:15:09.821,909.821,00:15:09.821,909.821,0,,
37,-0.04496595;0.03646755,0.5886801,00:15:09.865,909.865,00:15:09.865,909.865,0,,
37,-0.04728523;0.03776896,0.5886151,00:15:09.866,909.866,00:15:09.866,909.866,0,,
37,-0.05080747;0.04013336,0.5882943,00:15:09.918,909.918,00:15:09.918,909.918,0,,
37,-0.05389218;0.0426321,0.5880251,00:15:09.918,909.918,00:15:09.918,909.918,0,,
37,-0.05596076;0.04424274,0.5878006,00:15:09.964,909.964,00:15:09.964,909.964,0,,
37,-0.05880193;0.04703009,0.5868838,00:15:09.964,909.964,00:15:09.964,909.964,0,,
37,-0.06163942;0.0496453,0.5857062,00:15:10.010,910.01,00:15:10.010,910.01,0,,
37,-0.06332784;0.0517593,0.5851427,00:15:10.010,910.01,00:15:10.010,910.01,0,,
37,-0.06577793;0.05478966,0.583645,00:15:10.041,910.041,00:15:10.041,910.041,0,,
37,-0.06778856;0.05805123,0.5819374,00:15:10.041,910.041,00:15:10.041,910.041,0,,
37,-0.06888569;0.06009948,0.58064,00:15:10.086,910.086,00:15:10.086,910.086,0,,
37,-0.07025455;0.06348467,0.5787439,00:15:10.086,910.086,00:15:10.086,910.086,0,,
37,-0.07077719;0.06582767,0.5772873,00:15:10.138,910.138,00:15:10.138,910.138,0,,
37,-0.0720222;0.06879008,0.5753932,00:15:10.138,910.138,00:15:10.138,910.138,0,,
37,-0.0723078;0.07134056,0.5740091,00:15:10.168,910.168,00:15:10.168,910.168,0,,
37,-0.07315768;0.07554924,0.571392,00:15:10.208,910.208,00:15:10.208,910.208,0,,
37,-0.07308974;0.07720309,0.5700665,00:15:10.208,910.208,00:15:10.208,910.208,0,,
37,-0.07148685;0.08125085,0.5683314,00:15:10.260,910.26,00:15:10.260,910.26,0,,
37,-0.07119687;0.08407694,0.5664014,00:15:10.260,910.26,00:15:10.260,910.26,0,,
37,-0.07034025;0.08633673,0.5651067,00:15:10.291,910.291,00:15:10.291,910.291,0,,
37,-0.06886484;0.08968025,0.5627698,00:15:10.291,910.291,00:15:10.291,910.291,0,,
37,-0.06690755;0.09151703,0.5617155,00:15:10.325,910.325,00:15:10.325,910.325,0,,
37,-0.0646907;0.09440881,0.5597342,00:15:10.325,910.325,00:15:10.325,910.325,0,,
37,-0.06260325;0.09665108,0.5580776,00:15:10.370,910.37,00:15:10.370,910.37,0,,
37,-0.06135514;0.0978775,0.557678,00:15:10.370,910.37,00:15:10.370,910.37,0,,
37,-0.06020892;0.09853649,0.5576211,00:15:10.413,910.413,00:15:10.413,910.413,0,,
37,-0.05860379;0.09931976,0.5576006,00:15:10.463,910.463,00:15:10.463,910.463,0,,
37,-0.0576038;0.09992677,0.5574214,00:15:10.463,910.463,00:15:10.463,910.463,0,,
37,-0.05706842;0.09943181,0.5576873,00:15:10.494,910.494,00:15:10.494,910.494,0,,
37,-0.05683359;0.09855807,0.557743,00:15:10.494,910.494,00:15:10.494,910.494,0,,
37,-0.05660067;0.0968191,0.5578577,00:15:10.535,910.535,00:15:10.535,910.535,0,,
37,-0.05676829;0.09506685,0.5579718,00:15:10.535,910.535,00:15:10.535,910.535,0,,
37,-0.05619895;0.09318823,0.5576305,00:15:10.589,910.589,00:15:10.589,910.589,0,,
38,0.01338312;0.05180752,0.5562972,00:15:11.316,911.316,00:15:11.316,911.316,0,,
38,0.01375005;0.05379462,0.5568369,00:15:11.369,911.369,00:15:11.369,911.369,0,,
38,0.01371957;0.05557233,0.5568404,00:15:11.402,911.402,00:15:11.402,911.402,0,,
38,0.01412297;0.05691847,0.557197,00:15:11.402,911.402,00:15:11.402,911.402,0,,
38,0.01331459;0.05851841,0.5564747,00:15:11.443,911.443,00:15:11.443,911.443,0,,
38,0.01158436;0.06043822,0.5561602,00:15:11.443,911.443,00:15:11.443,911.443,0,,
38,0.009655766;0.06121892,0.5556049,00:15:11.495,911.495,00:15:11.495,911.495,0,,
38,0.006764591;0.06264085,0.555194,00:15:11.496,911.496,00:15:11.496,911.496,0,,
38,0.003097236;0.06378466,0.5551111,00:15:11.529,911.529,00:15:11.529,911.529,0,,
38,0.0002361238;0.06406367,0.5550395,00:15:11.529,911.529,00:15:11.529,911.529,0,,
38,-0.004506648;0.06445944,0.555454,00:15:11.560,911.56,00:15:11.560,911.56,0,,
38,-0.00777825;0.06421876,0.5559797,00:15:11.615,911.615,00:15:11.615,911.615,0,,
38,-0.01276289;0.06407291,0.5573277,00:15:11.615,911.615,00:15:11.615,911.615,0,,
38,-0.01734821;0.06270993,0.5591847,00:15:11.646,911.646,00:15:11.646,911.646,0,,
38,-0.02106313;0.06108493,0.5615655,00:15:11.646,911.646,00:15:11.646,911.646,0,,
38,-0.02330581;0.05938423,0.5633612,00:15:11.699,911.699,00:15:11.699,911.699,0,,
38,-0.02492246;0.05689973,0.5666196,00:15:11.699,911.699,00:15:11.699,911.699,0,,
38,-0.0247792;0.054097,0.569856,00:15:11.745,911.745,00:15:11.745,911.745,0,,
38,-0.02435784;0.0518319,0.5717067,00:15:11.745,911.745,00:15:11.745,911.745,0,,
38,-0.02081371;0.04871237,0.5744786,00:15:11.776,911.776,00:15:11.776,911.776,0,,
38,-0.016758;0.04575688,0.5758771,00:15:11.776,911.776,00:15:11.776,911.776,0,,
38,-0.01321587;0.04415172,0.5765917,00:15:11.817,911.817,00:15:11.817,911.817,0,,
38,-0.007554367;0.04206431,0.5771589,00:15:11.817,911.817,00:15:11.817,911.817,0,,
38,-0.001500674;0.04067189,0.5769851,00:15:11.858,911.858,00:15:11.858,911.858,0,,
38,0.00273528;0.0400129,0.5765079,00:15:11.858,911.858,00:15:11.858,911.858,0,,
38,0.007915996;0.03977072,0.5749379,00:15:11.898,911.898,00:15:11.898,911.898,0,,
38,0.01239418;0.04034275,0.5725373,00:15:11.943,911.943,00:15:11.943,911.943,0,,
38,0.01497938;0.04089016,0.570883,00:15:11.943,911.943,00:15:11.943,911.943,0,,
38,0.01754073;0.04294479,0.567705,00:15:11.996,911.996,00:15:11.996,911.996,0,,
38,0.01925879;0.04431105,0.5663714,00:15:11.996,911.996,00:15:11.996,911.996,0,,
38,0.02031747;0.04718962,0.5634882,00:15:12.027,912.027,00:15:12.027,912.027,0,,
38,0.02023971;0.05050382,0.5607889,00:15:12.027,912.027,00:15:12.027,912.027,0,,
38,0.01927801;0.0540137,0.5583045,00:15:12.067,912.067,00:15:12.067,912.067,0,,
38,0.01793106;0.05640563,0.5562878,00:15:12.067,912.067,00:15:12.067,912.067,0,,
38,0.01509011;0.05962387,0.5539834,00:15:12.119,912.119,00:15:12.119,912.119,0,,
38,0.01174259;0.0623827,0.5515338,00:15:12.119,912.119,00:15:12.119,912.119,0,,
38,0.009478979;0.06359386,0.5503364,00:15:12.147,912.147,00:15:12.147,912.147,0,,
38,0.006533042;0.06469402,0.548227,00:15:12.147,912.147,00:15:12.147,912.147,0,,
38,0.004465796;0.06390136,0.5465605,00:15:12.198,912.198,00:15:12.198,912.198,0,,
38,0.003962219;0.06269032,0.545338,00:15:12.198,912.198,00:15:12.198,912.198,0,,
39,-0.05413725;0.05197328,0.6186257,00:15:37.640,937.64,00:15:37.640,937.64,0,,
39,-0.05552955;0.05221862,0.6207457,00:15:37.681,937.681,00:15:37.681,937.681,0,,
39,-0.05626288;0.05240077,0.6221668,00:15:37.721,937.721,00:15:37.721,937.721,0,,
39,-0.0575543;0.05249703,0.6241468,00:15:37.722,937.722,00:15:37.722,937.722,0,,
39,-0.05847874;0.05278069,0.6254531,00:15:37.763,937.763,00:15:37.763,937.763,0,,
39,-0.0590331;0.05271566,0.6267824,00:15:37.763,937.763,00:15:37.763,937.763,0,,
39,-0.05968567;0.05298001,0.6273467,00:15:37.806,937.806,00:15:37.806,937.806,0,,
39,-0.05971522;0.05300635,0.6272528,00:15:37.806,937.806,00:15:37.806,937.806,0,,
39,-0.05925815;0.05294448,0.6263593,00:15:37.846,937.846,00:15:37.846,937.846,0,,
39,-0.05873142;0.05291158,0.624781,00:15:37.846,937.846,00:15:37.846,937.846,0,,
39,-0.05753519;0.05288631,0.6223111,00:15:37.886,937.886,00:15:37.886,937.886,0,,
39,-0.05658868;0.05289954,0.6206167,00:15:37.887,937.887,00:15:37.887,937.887,0,,
39,-0.05493592;0.05290967,0.617783,00:15:37.928,937.928,00:15:37.928,937.928,0,,
39,-0.05415601;0.05262035,0.6158766,00:15:37.969,937.969,00:15:37.969,937.969,0,,
39,-0.05218808;0.05246329,0.6129593,00:15:37.970,937.97,00:15:37.970,937.97,0,,
39,-0.05084743;0.05245703,0.6104196,00:15:38.008,938.008,00:15:38.008,938.008,0,,
39,-0.04927182;0.05240691,0.6082728,00:15:38.008,938.008,00:15:38.008,938.008,0,,
39,-0.04845129;0.05235142,0.6074512,00:15:38.048,938.048,00:15:38.048,938.048,0,,
39,-0.0473667;0.05226731,0.6069241,00:15:38.048,938.048,00:15:38.048,938.048,0,,
39,-0.04689074;0.05243647,0.6071903,00:15:38.088,938.088,00:15:38.088,938.088,0,,
39,-0.04694813;0.05252159,0.6080134,00:15:38.089,938.089,00:15:38.089,938.089,0,,
39,-0.04863236;0.05286914,0.6104149,00:15:38.129,938.129,00:15:38.129,938.129,0,,
39,-0.05043296;0.05318373,0.6130291,00:15:38.129,938.129,00:15:38.129,938.129,0,,
39,-0.05187383;0.0532515,0.6151458,00:15:38.170,938.17,00:15:38.170,938.17,0,,
39,-0.05439283;0.05358905,0.6183125,00:15:38.211,938.211,00:15:38.211,938.211,0,,
39,-0.05594672;0.05385435,0.6200953,00:15:38.211,938.211,00:15:38.211,938.211,0,,
39,-0.0585057;0.05407661,0.6221985,00:15:38.253,938.253,00:15:38.253,938.253,0,,
39,-0.06037231;0.05398464,0.6230022,00:15:38.253,938.253,00:15:38.253,938.253,0,,
39,-0.0609492;0.05337882,0.6223474,00:15:38.292,938.292,00:15:38.292,938.292,0,,
39,-0.0610558;0.05279207,0.6212447,00:15:38.292,938.292,00:15:38.292,938.292,0,,
39,-0.06042583;0.05216688,0.6193525,00:15:38.335,938.335,00:15:38.335,938.335,0,,
39,-0.05794508;0.0504424,0.6146591,00:15:38.335,938.335,00:15:38.335,938.335,0,,
39,-0.05641374;0.0496552,0.6120002,00:15:38.374,938.374,00:15:38.374,938.374,0,,
39,-0.05442626;0.04845029,0.6082599,00:15:38.375,938.375,00:15:38.375,938.375,0,,
,,00:15:41.793,941.793,00:15:41.793,941.793,0,,
40,0.05702627;-0.3987371,0.2002796,00:15:56.009,956.009,00:15:56.009,956.009,0,,
40,0.05770506;-0.4009172,0.1962255,00:15:56.051,956.051,00:15:56.051,956.051,0,,
40,0.05874884;-0.402847,0.1927195,00:15:56.091,956.091,00:15:56.091,956.091,0,,
40,0.06004545;-0.4047186,0.1898726,00:15:56.131,956.131,00:15:56.131,956.131,0,,
40,0.06130235;-0.4058413,0.1883282,00:15:56.176,956.176,00:15:56.176,956.176,0,,
40,0.06366937;-0.407216,0.1865055,00:15:56.225,956.225,00:15:56.225,956.225,0,,
40,0.06542592;-0.4088153,0.1854655,00:15:56.225,956.225,00:15:56.225,956.225,0,,
40,0.06694086;-0.4103824,0.1841985,00:15:56.263,956.263,00:15:56.263,956.263,0,,
41,0.05519477;-0.4058756,0.178142,00:15:57.143,957.143,00:15:57.143,957.143,0,,
41,0.05299075;-0.4058591,0.1785114,00:15:57.184,957.184,00:15:57.184,957.184,0,,
41,0.05147861;-0.4057932,0.1790609,00:15:57.223,957.223,00:15:57.223,957.223,0,,
41,0.05029833;-0.4059786,0.1794589,00:15:57.263,957.263,00:15:57.263,957.263,0,,
41,0.04971395;-0.4057889,0.1800888,00:15:57.311,957.311,00:15:57.311,957.311,0,,
41,0.04916151;-0.4055343,0.1808406,00:15:57.357,957.357,00:15:57.357,957.357,0,,
41,0.04954219;-0.4053017,0.1811794,00:15:57.357,957.357,00:15:57.357,957.357,0,,
41,0.05043335;-0.4057121,0.180871,00:15:57.396,957.396,00:15:57.396,957.396,0,,
42,0.06754443;-0.3680443,0.2208416,00:17:28.547,1048.547,00:17:28.547,1048.547,0,,
42,0.06784637;-0.3674136,0.2197416,00:17:28.587,1048.587,00:17:28.587,1048.587,0,,
42,0.0684042;-0.3666978,0.2194927,00:17:28.629,1048.629,00:17:28.629,1048.629,0,,
42,0.06877072;-0.3658659,0.219536,00:17:28.671,1048.671,00:17:28.671,1048.671,0,,
42,0.06928052;-0.3639305,0.2199334,00:17:28.712,1048.712,00:17:28.712,1048.712,0,,
42,0.06954397;-0.3632009,0.220024,00:17:28.755,1048.755,00:17:28.755,1048.755,0,,
43,-0.03081348;0.01896977,0.6319637,00:18:36.579,1116.579,00:18:36.579,1116.579,0,,
43,-0.03109971;0.01943618,0.6320396,00:18:36.621,1116.621,00:18:36.621,1116.621,0,,
43,-0.03120106;0.01961029,0.6320216,00:18:36.621,1116.621,00:18:36.621,1116.621,0,,
43,-0.03110823;0.01992059,0.6321819,00:18:36.665,1116.665,00:18:36.665,1116.665,0,,
43,-0.03068805;0.02003801,0.6318406,00:18:36.707,1116.707,00:18:36.707,1116.707,0,,
43,-0.03037022;0.02028173,0.6318799,00:18:36.707,1116.707,00:18:36.707,1116.707,0,,
43,-0.03000028;0.02035469,0.6317135,00:18:36.751,1116.751,00:18:36.751,1116.751,0,,
43,-0.02950016;0.0203948,0.6317075,00:18:36.751,1116.751,00:18:36.751,1116.751,0,,
43,-0.0290143;0.02045441,0.6319571,00:18:36.796,1116.796,00:18:36.796,1116.796,0,,
43,-0.02829041;0.02036446,0.6324525,00:18:36.796,1116.796,00:18:36.796,1116.796,0,,
43,-0.02774334;0.02014834,0.6329286,00:18:36.842,1116.842,00:18:36.842,1116.842,0,,
43,-0.02689309;0.02001983,0.6331308,00:18:36.842,1116.842,00:18:36.842,1116.842,0,,
43,-0.02582081;0.01961255,0.6336032,00:18:36.885,1116.885,00:18:36.885,1116.885,0,,
43,-0.0251208;0.0190168,0.6344414,00:18:36.885,1116.885,00:18:36.885,1116.885,0,,
43,-0.0248106;0.01859277,0.634744,00:18:36.924,1116.924,00:18:36.924,1116.924,0,,
43,-0.02481573;0.01817983,0.6351165,00:18:36.924,1116.924,00:18:36.924,1116.924,0,,
43,-0.0256517;0.01834142,0.6358833,00:18:36.967,1116.967,00:18:36.967,1116.967,0,,
43,-0.02605055;0.01829189,0.6357306,00:18:36.967,1116.967,00:18:36.967,1116.967,0,,
43,-0.02739383;0.01888877,0.6356369,00:18:37.014,1117.014,00:18:37.014,1117.014,0,,
43,-0.02880897;0.01953465,0.6350636,00:18:37.014,1117.014,00:18:37.014,1117.014,0,,
43,-0.03004004;0.02020264,0.6347697,00:18:37.052,1117.052,00:18:37.052,1117.052,0,,
43,-0.03141013;0.02127433,0.6338692,00:18:37.052,1117.052,00:18:37.052,1117.052,0,,
43,-0.03270523;0.02274287,0.6329057,00:18:37.097,1117.097,00:18:37.097,1117.097,0,,
43,-0.03279352;0.02320588,0.6316484,00:18:37.097,1117.097,00:18:37.097,1117.097,0,,
43,-0.03303319;0.02413076,0.6302373,00:18:37.137,1117.137,00:18:37.137,1117.137,0,,
43,-0.03332806;0.02512711,0.6286045,00:18:37.137,1117.137,00:18:37.137,1117.137,0,,
43,-0.03321857;0.02547807,0.6277122,00:18:37.177,1117.177,00:18:37.177,1117.177,0,,
43,-0.03269644;0.02609617,0.626996,00:18:37.177,1117.177,00:18:37.177,1117.177,0,,
43,-0.0314996;0.02603853,0.6267827,00:18:37.220,1117.22,00:18:37.220,1117.22,0,,
43,-0.03024494;0.02607238,0.6270968,00:18:37.260,1117.26,00:18:37.260,1117.26,0,,
43,-0.02861779;0.02569312,0.6281244,00:18:37.260,1117.26,00:18:37.260,1117.26,0,,
43,-0.02705099;0.02529395,0.6295767,00:18:37.302,1117.302,00:18:37.302,1117.302,0,,
43,-0.02642393;0.02482295,0.6304948,00:18:37.302,1117.302,00:18:37.302,1117.302,0,,
43,-0.02607487;0.0242694,0.6320292,00:18:37.344,1117.344,00:18:37.344,1117.344,0,,
43,-0.02720257;0.02403158,0.6331866,00:18:37.344,1117.344,00:18:37.344,1117.344,0,,
43,-0.02794196;0.02398729,0.6334875,00:18:37.388,1117.388,00:18:37.388,1117.388,0,,
43,-0.03028204;0.02460575,0.6337655,00:18:37.388,1117.388,00:18:37.388,1117.388,0,,
43,-0.03224912;0.02477396,0.6331868,00:18:37.430,1117.43,00:18:37.430,1117.43,0,,
43,-0.03356275;0.02577215,0.6325978,00:18:37.430,1117.43,00:18:37.430,1117.43,0,,
43,-0.03540574;0.02697909,0.6312506,00:18:37.471,1117.471,00:18:37.471,1117.471,0,,
43,-0.03659918;0.027996,0.6297964,00:18:37.471,1117.471,00:18:37.471,1117.471,0,,
43,-0.03706098;0.0292117,0.6282773,00:18:37.516,1117.516,00:18:37.516,1117.516,0,,
43,-0.03697062;0.02986062,0.6276355,00:18:37.516,1117.516,00:18:37.516,1117.516,0,,
43,-0.03619454;0.03019118,0.6266553,00:18:37.558,1117.558,00:18:37.558,1117.558,0,,
43,-0.03442074;0.0300563,0.6265543,00:18:37.559,1117.559,00:18:37.559,1117.559,0,,
43,-0.03325982;0.02963132,0.6271077,00:18:37.604,1117.604,00:18:37.604,1117.604,0,,
43,-0.03125753;0.02892226,0.6285763,00:18:37.648,1117.648,00:18:37.648,1117.648,0,,
43,-0.02917623;0.02767003,0.6303496,00:18:37.648,1117.648,00:18:37.648,1117.648,0,,
43,-0.02766655;0.02672249,0.6316376,00:18:37.648,1117.648,00:18:37.648,1117.648,0,,
43,-0.02699672;0.02563649,0.6336868,00:18:37.686,1117.686,00:18:37.686,1117.686,0,,
43,-0.02725867;0.02486897,0.6351587,00:18:37.738,1117.738,00:18:37.738,1117.738,0,,
43,-0.02826751;0.02483279,0.6356263,00:18:37.738,1117.738,00:18:37.738,1117.738,0,,
43,-0.02969697;0.02486145,0.6357529,00:18:37.738,1117.738,00:18:37.738,1117.738,0,,
43,-0.03121617;0.02494204,0.6348089,00:18:37.792,1117.792,00:18:37.792,1117.792,0,,
43,-0.03212591;0.02514088,0.6337911,00:18:37.792,1117.792,00:18:37.792,1117.792,0,,
43,-0.0325719;0.02535015,0.6317387,00:18:37.834,1117.834,00:18:37.834,1117.834,0,,
43,-0.0326759;0.02541733,0.6303366,00:18:37.834,1117.834,00:18:37.834,1117.834,0,,
43,-0.03251815;0.02545637,0.628884,00:18:37.877,1117.877,00:18:37.877,1117.877,0,,
43,-0.0326381;0.02511573,0.6271259,00:18:37.877,1117.877,00:18:37.877,1117.877,0,,
44,-0.04326757;0.05201793,0.6122413,00:18:38.599,1118.599,00:18:38.599,1118.599,0,,
44,-0.04315698;0.05169135,0.6122055,00:18:38.645,1118.645,00:18:38.645,1118.645,0,,
44,-0.04325109;0.05156833,0.6124888,00:18:38.688,1118.688,00:18:38.688,1118.688,0,,
44,-0.04401467;0.05109787,0.6135285,00:18:38.688,1118.688,00:18:38.688,1118.688,0,,
44,-0.04472376;0.05164552,0.6141838,00:18:38.689,1118.689,00:18:38.689,1118.689,0,,
44,-0.04619513;0.05188739,0.6157323,00:18:38.732,1118.732,00:18:38.732,1118.732,0,,
44,-0.04837397;0.0522902,0.617864,00:18:38.772,1118.772,00:18:38.772,1118.772,0,,
44,-0.05013517;0.05281103,0.6195825,00:18:38.772,1118.772,00:18:38.772,1118.772,0,,
44,-0.05202756;0.05255574,0.6211656,00:18:38.816,1118.816,00:18:38.816,1118.816,0,,
44,-0.05511465;0.05349773,0.6242737,00:18:38.816,1118.816,00:18:38.816,1118.816,0,,
44,-0.05599945;0.05363101,0.6255458,00:18:38.855,1118.855,00:18:38.855,1118.855,0,,
44,-0.05687631;0.05353558,0.6267623,00:18:38.856,1118.856,00:18:38.856,1118.856,0,,
44,-0.05692026;0.05343264,0.6268837,00:18:38.900,1118.9,00:18:38.900,1118.9,0,,
44,-0.05635536;0.05320787,0.6262805,00:18:38.900,1118.9,00:18:38.900,1118.9,0,,
44,-0.05476724;0.05266351,0.6245227,00:18:38.943,1118.943,00:18:38.943,1118.943,0,,
44,-0.05339886;0.05242014,0.6232396,00:18:38.943,1118.943,00:18:38.943,1118.943,0,,
44,-0.05176288;0.0520097,0.6213315,00:18:38.985,1118.985,00:18:38.985,1118.985,0,,
44,-0.04891782;0.05143112,0.6171403,00:18:38.986,1118.986,00:18:38.986,1118.986,0,,
44,-0.04754891;0.05121636,0.614836,00:18:39.036,1119.036,00:18:39.036,1119.036,0,,
44,-0.04536959;0.05042195,0.6114957,00:18:39.036,1119.036,00:18:39.036,1119.036,0,,
44,-0.04369456;0.04988497,0.6087774,00:18:39.073,1119.073,00:18:39.073,1119.073,0,,
44,-0.04212154;0.0494656,0.6070117,00:18:39.073,1119.073,00:18:39.073,1119.073,0,,
44,-0.04153392;0.04956067,0.6064022,00:18:39.114,1119.114,00:18:39.114,1119.114,0,,
44,-0.04138581;0.04954737,0.6066508,00:18:39.114,1119.114,00:18:39.114,1119.114,0,,
44,-0.04171961;0.04947037,0.6077721,00:18:39.155,1119.155,00:18:39.155,1119.155,0,,
44,-0.0430626;0.0503177,0.6106902,00:18:39.155,1119.155,00:18:39.155,1119.155,0,,
44,-0.04468178;0.05114907,0.6147508,00:18:39.198,1119.198,00:18:39.198,1119.198,0,,
44,-0.04593169;0.05151206,0.617493,00:18:39.198,1119.198,00:18:39.198,1119.198,0,,
44,-0.04819221;0.05169314,0.6210087,00:18:39.242,1119.242,00:18:39.242,1119.242,0,,
44,-0.05033876;0.05068737,0.6230693,00:18:39.286,1119.286,00:18:39.286,1119.286,0,,
44,-0.05162538;0.04999888,0.6235244,00:18:39.286,1119.286,00:18:39.286,1119.286,0,,
44,-0.05312524;0.04926485,0.6234406,00:18:39.325,1119.325,00:18:39.325,1119.325,0,,
44,-0.05380381;0.04809618,0.6228586,00:18:39.326,1119.326,00:18:39.326,1119.326,0,,
,,00:18:41.798,1121.798,00:18:41.798,1121.798,0,,
45,-0.004025139;0.06640184,0.5936486,00:18:43.331,1123.331,00:18:43.331,1123.331,0,,
45,-0.003776498;0.06643987,0.5937726,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.003479049;0.06653643,0.5939146,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.003252469;0.06668639,0.5939733,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.002927288;0.06691164,0.5941128,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.00273364;0.06690633,0.5937265,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.002560876;0.06704986,0.5936456,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.002179384;0.06704515,0.5936043,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.001868553;0.0671218,0.5936827,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.001644023;0.0671106,0.5937806,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.001290575;0.06703615,0.5941012,00:18:43.631,1123.631,00:18:43.631,1123.631,0,,
45,-0.001256436;0.06714094,0.594705,00:18:43.632,1123.632,00:18:43.632,1123.632,0,,
45,-0.001261003;0.06715518,0.5950933,00:18:43.632,1123.632,00:18:43.632,1123.632,0,,
45,-0.001278274;0.06740409,0.5957156,00:18:43.632,1123.632,00:18:43.632,1123.632,0,,
45,-0.001205221;0.0675416,0.5959799,00:18:43.643,1123.643,00:18:43.643,1123.643,0,,
45,-0.001095802;0.06751114,0.5962082,00:18:43.684,1123.684,00:18:43.684,1123.684,0,,
45,-0.001033954;0.06748033,0.5964816,00:18:43.685,1123.685,00:18:43.685,1123.685,0,,
45,-0.001130477;0.06746924,0.5968334,00:18:43.731,1123.731,00:18:43.731,1123.731,0,,
45,-0.001142316;0.06756294,0.5969807,00:18:43.731,1123.731,00:18:43.731,1123.731,0,,
45,-0.001144797;0.06747812,0.5970702,00:18:43.774,1123.774,00:18:43.774,1123.774,0,,
45,-0.001191549;0.06750488,0.5971036,00:18:43.774,1123.774,00:18:43.774,1123.774,0,,
45,-0.001264736;0.06750095,0.597114,00:18:43.815,1123.815,00:18:43.815,1123.815,0,,
45,-0.001301907;0.06764364,0.5971124,00:18:43.858,1123.858,00:18:43.858,1123.858,0,,
45,-0.001390278;0.06762058,0.5970415,00:18:43.858,1123.858,00:18:43.858,1123.858,0,,
45,-0.001604527;0.06758904,0.5969445,00:18:43.902,1123.902,00:18:43.902,1123.902,0,,
45,-0.001702197;0.06753653,0.596652,00:18:43.902,1123.902,00:18:43.902,1123.902,0,,
45,-0.001782298;0.06757957,0.5965076,00:18:43.944,1123.944,00:18:43.944,1123.944,0,,
45,-0.001825213;0.06763321,0.5964478,00:18:43.944,1123.944,00:18:43.944,1123.944,0,,
45,-0.001685232;0.06762397,0.5964044,00:18:43.986,1123.986,00:18:43.986,1123.986,0,,
45,-0.001468427;0.06763351,0.5963681,00:18:43.986,1123.986,00:18:43.986,1123.986,0,,
45,-0.001197577;0.06763649,0.5963674,00:18:44.028,1124.028,00:18:44.028,1124.028,0,,
45,-0.001028866;0.06767231,0.5964007,00:18:44.028,1124.028,00:18:44.028,1124.028,0,,
45,-0.000973247;0.06755823,0.5964022,00:18:44.080,1124.08,00:18:44.080,1124.08,0,,
