Timestamp;Annotation ID;Width;Color (r,g,b);Point Index;Position (x,y,z);Position` (x,y,z)
637326631428423613;35;0.001999997;0,187,255;19;0.2287189,0.211902,0.6342095;0.2287189,0.211902,0.6342095
637326631428423613;35;0.001999997;0,187,255;20;0.2282689,0.2114529,0.6340673;0.2282689,0.2114529,0.6340673
637326631428825290;35;0.001999997;0,187,255;21;0.2275991,0.2108737,0.6336053;0.2275991,0.2108737,0.6336053
637326631428825290;35;0.001999997;0,187,255;22;0.2271155,0.2107955,0.6330114;0.2271155,0.2107955,0.6330114
637326631429217125;35;0.001999997;0,187,255;23;0.226593,0.2105897,0.6324346;0.226593,0.2105897,0.6324346
637326631429623851;35;0.001999997;0,187,255;24;0.2256959,0.209106,0.6318687;0.2256959,0.209106,0.6318687
637326631429623851;35;0.001999997;0,187,255;25;0.2250686,0.2085366,0.6310469;0.2250686,0.2085366,0.6310469
637326631430020648;35;0.001999997;0,187,255;26;0.2246331,0.207854,0.6304131;0.2246331,0.207854,0.6304131
637326631430020648;35;0.001999997;0,187,255;27;0.2238239,0.2075492,0.6294319;0.2238239,0.2075492,0.6294319
637326631430437287;35;0.001999997;0,187,255;28;0.2232019,0.2068576,0.628486;0.2232019,0.2068576,0.628486
637326631430437287;35;0.001999997;0,187,255;29;0.2228183,0.2063609,0.6278474;0.2228183,0.2063609,0.6278474
637326631430829130;35;0.001999997;0,187,255;30;0.2220224,0.2053993,0.6269802;0.2220224,0.2053993,0.6269802
637326631430829130;35;0.001999997;0,187,255;31;0.2210997,0.2047777,0.6259146;0.2210997,0.2047777,0.6259146
637326631431251708;35;0.001999997;0,187,255;32;0.2204099,0.2037732,0.6253444;0.2204099,0.2037732,0.6253444
637326631431251708;35;0.001999997;0,187,255;33;0.2196508,0.2034331,0.6241922;0.2196508,0.2034331,0.6241922
637326631431647532;35;0.001999997;0,187,255;34;0.2187507,0.2025428,0.6235416;0.2187507,0.2025428,0.6235416
637326631432064182;35;0.001999997;0,187,255;35;0.2178926,0.2014758,0.6225251;0.2178926,0.2014758,0.6225251
637326631432064182;35;0.001999997;0,187,255;36;0.216724,0.2001392,0.6212386;0.216724,0.2001392,0.6212386
637326631432470906;35;0.001999997;0,187,255;37;0.215785,0.1993125,0.6204413;0.215785,0.1993125,0.6204413
637326631432475852;35;0.001999997;0,187,255;38;0.2144139,0.1980532,0.6193281;0.2144139,0.1980532,0.6193281
637326631432877613;35;0.001999997;0,187,255;39;0.2128102,0.1965179,0.618219;0.2128102,0.1965179,0.618219
637326631432877613;35;0.001999997;0,187,255;40;0.2111893,0.1952733,0.6168195;0.2111893,0.1952733,0.6168195
637326631433294255;35;0.001999997;0,187,255;41;0.2103871,0.193764,0.616099;0.2103871,0.193764,0.616099
637326631433294255;35;0.001999997;0,187,255;42;0.2085589,0.1922008,0.6147538;0.2085589,0.1922008,0.6147538
637326631433691055;35;0.001999997;0,187,255;43;0.2074715,0.1910406,0.6137214;0.2074715,0.1910406,0.6137214
637326631433691055;35;0.001999997;0,187,255;44;0.2056244,0.189788,0.6122568;0.2056244,0.189788,0.6122568
637326631434102735;35;0.001999997;0,187,255;45;0.2033197,0.1881933,0.6110128;0.2033197,0.1881933,0.6110128
637326631434102735;35;0.001999997;0,187,255;46;0.2013266,0.1864808,0.6097433;0.2013266,0.1864808,0.6097433
637326631434514421;35;0.001999997;0,187,255;47;0.1999542,0.1857378,0.6089787;0.1999542,0.1857378,0.6089787
637326631434931053;35;0.001999997;0,187,255;48;0.1980156,0.1841722,0.6079874;0.1980156,0.1841722,0.6079874
637326631434931053;35;0.001999997;0,187,255;49;0.1961307,0.182949,0.6068928;0.1961307,0.182949,0.6068928
637326631435337780;35;0.001999997;0,187,255;50;0.1946555,0.1820975,0.6059957;0.1946555,0.1820975,0.6059957
637326631435337780;35;0.001999997;0,187,255;51;0.1926892,0.1806833,0.6048144;0.1926892,0.1806833,0.6048144
637326631435754416;35;0.001999997;0,187,255;52;0.1904922,0.1793088,0.6038132;0.1904922,0.1793088,0.6038132
637326631435754416;35;0.001999997;0,187,255;53;0.1888172,0.178154,0.6031122;0.1888172,0.178154,0.6031122
637326631436151217;35;0.001999997;0,187,255;54;0.1866133,0.1763876,0.6024569;0.1866133,0.1763876,0.6024569
637326631436156180;35;0.001999997;0,187,255;55;0.1852449,0.1753595,0.6018206;0.1852449,0.1753595,0.6018206
637326631436562900;35;0.001999997;0,187,255;56;0.1828699,0.1734629,0.600913;0.1828699,0.1734629,0.600913
637326631436567859;35;0.001999997;0,187,255;57;0.1805861,0.1724096,0.5997381;0.1805861,0.1724096,0.5997381
637326631436959703;35;0.001999997;0,187,255;58;0.1788582,0.170809,0.5992335;0.1788582,0.170809,0.5992335
637326631437371380;35;0.001999997;0,187,255;59;0.1758592,0.1692559,0.5984167;0.1758592,0.1692559,0.5984167
637326631437376342;35;0.001999997;0,187,255;60;0.1730276,0.1679111,0.5973873;0.1730276,0.1679111,0.5973873
637326631437768190;35;0.001999997;0,187,255;61;0.1702844,0.1662828,0.5964154;0.1702844,0.1662828,0.5964154
637326631437773142;35;0.001999997;0,187,255;62;0.1682183,0.1657212,0.595852;0.1682183,0.1657212,0.595852
637326631438179858;35;0.001999997;0,187,255;63;0.1655275,0.1633412,0.5955566;0.1655275,0.1633412,0.5955566
637326631438179858;35;0.001999997;0,187,255;64;0.1633293,0.1626481,0.594991;0.1633293,0.1626481,0.594991
637326631438581622;35;0.001999997;0,187,255;65;0.1603509,0.1613029,0.5942411;0.1603509,0.1613029,0.5942411
637326631438581622;35;0.001999997;0,187,255;66;0.1571616,0.1599829,0.5934865;0.1571616,0.1599829,0.5934865
637326631438988342;35;0.001999997;0,187,255;67;0.1541823,0.1584135,0.5928413;0.1541823,0.1584135,0.5928413
637326631439400021;35;0.001999997;0,187,255;68;0.1520744,0.1577624,0.5924405;0.1520744,0.1577624,0.5924405
637326631439404985;35;0.001999997;0,187,255;69;0.1489566,0.1557311,0.591961;0.1489566,0.1557311,0.591961
637326631439806744;35;0.001999997;0,187,255;70;0.1466292,0.155145,0.5913304;0.1466292,0.155145,0.5913304
637326631439806744;35;0.001999997;0,187,255;71;0.1433024,0.1538876,0.5906589;0.1433024,0.1538876,0.5906589
637326631440218433;35;0.001999997;0,187,255;72;0.1398258,0.1524662,0.5900769;0.1398258,0.1524662,0.5900769
637326631440223395;35;0.001999997;0,187,255;73;0.1379227,0.1514444,0.5898349;0.1379227,0.1514444,0.5898349
637326631440630106;35;0.001999997;0,187,255;74;0.1347308,0.1500222,0.5892183;0.1347308,0.1500222,0.5892183
637326631440635075;35;0.001999997;0,187,255;75;0.1315434,0.1482711,0.588716;0.1315434,0.1482711,0.588716
637326631441051708;35;0.001999997;0,187,255;76;0.1292907,0.1476507,0.5882454;0.1292907,0.1476507,0.5882454
637326631441051708;35;0.001999997;0,187,255;77;0.1263593,0.1460279,0.5880681;0.1263593,0.1460279,0.5880681
637326631441463389;35;0.001999997;0,187,255;78;0.1235542,0.144107,0.5877051;0.1235542,0.144107,0.5877051
637326631441463389;35;0.001999997;0,187,255;79;0.1219363,0.1427642,0.5874537;0.1219363,0.1427642,0.5874537
637326631441870113;35;0.001999997;0,187,255;80;0.1191479,0.1411043,0.586672;0.1191479,0.1411043,0.586672
637326631442276827;35;0.001999997;0,187,255;81;0.116434,0.1390783,0.5857132;0.116434,0.1390783,0.5857132
637326631442276827;35;0.001999997;0,187,255;82;0.1145614,0.1374533,0.5849217;0.1145614,0.1374533,0.5849217
637326631442708354;35;0.001999997;0,187,255;83;0.1115424,0.1357807,0.5839547;0.1115424,0.1357807,0.5839547
637326631442708354;35;0.001999997;0,187,255;84;0.1095168,0.13439,0.5835366;0.1095168,0.13439,0.5835366
637326631443105148;35;0.001999997;0,187,255;85;0.1067398,0.1325669,0.5824901;0.1067398,0.1325669,0.5824901
637326631443110108;35;0.001999997;0,187,255;86;0.1034135,0.130601,0.5813516;0.1034135,0.130601,0.5813516
637326631443511873;35;0.001999997;0,187,255;87;0.1013609,0.1292544,0.5805691;0.1013609,0.1292544,0.5805691
637326631443511873;35;0.001999997;0,187,255;88;0.09829178,0.127183,0.5794967;0.09829178,0.127183,0.5794967
637326631443918595;35;0.001999997;0,187,255;89;0.09519979,0.1253035,0.5778973;0.09519979,0.1253035,0.5778973
637326631443918595;35;0.001999997;0,187,255;90;0.0916065,0.1231982,0.57715;0.0916065,0.1231982,0.57715
637326631444325317;35;0.001999997;0,187,255;91;0.08897558,0.1218401,0.5766727;0.08897558,0.1218401,0.5766727
637326631444325317;35;0.001999997;0,187,255;92;0.08560134,0.1203136,0.5759723;0.08560134,0.1203136,0.5759723
637326631444741954;35;0.001999997;0,187,255;93;0.08333119,0.1180352,0.5760797;0.08333119,0.1180352,0.5760797
637326631445148675;35;0.001999997;0,187,255;94;0.08084993,0.1235491,0.5729183;0.08084993,0.1235491,0.5729183
637326631445153632;35;0.001999997;0,187,255;95;0.07629111,0.1144086,0.575156;0.07629111,0.1144086,0.575156
637326631445565311;35;0.001999997;0,187,255;96;0.07323383,0.1169355,0.573189;0.07323383,0.1169355,0.573189
637326631445565311;35;0.001999997;0,187,255;97;0.07062321,0.1127548,0.5740876;0.07062321,0.1127548,0.5740876
637326631445976995;35;0.001999997;0,187,255;98;0.06658364,0.1159824,0.5714387;0.06658364,0.1159824,0.5714387
637326631445976995;35;0.001999997;0,187,255;99;0.06266236,0.1055108,0.5751323;0.06266236,0.1055108,0.5751323
637326631446398596;35;0.001999997;0,187,255;100;0.06064312,0.1132057,0.5711455;0.06064312,0.1132057,0.5711455
637326631446398596;35;0.001999997;0,187,255;101;0.05709628,0.1111392,0.5713789;0.05709628,0.1111392,0.5713789
637326631446790438;35;0.001999997;0,187,255;102;0.05327538,0.1095599,0.5713179;0.05327538,0.1095599,0.5713179
637326631446790438;35;0.001999997;0,187,255;103;0.0508026,0.108493,0.5713205;0.0508026,0.108493,0.5713205
637326631447197162;35;0.001999997;0,187,255;104;0.04693774,0.1062409,0.5718856;0.04693774,0.1062409,0.5718856
637326631447598913;35;0.001999997;0,187,255;105;0.0434716,0.1035828,0.5725178;0.0434716,0.1035828,0.5725178
637326631447603890;35;0.001999997;0,187,255;106;0.03913844,0.1028058,0.572262;0.03913844,0.1028058,0.572262
637326631448005640;35;0.001999997;0,187,255;107;0.03666568,0.1015759,0.5725985;0.03666568,0.1015759,0.5725985
637326631448010602;35;0.001999997;0,187,255;108;0.03316588,0.09946114,0.573195;0.03316588,0.09946114,0.573195
637326631448422278;35;0.001999997;0,187,255;109;0.03017813,0.09818333,0.5734997;0.03017813,0.09818333,0.5734997
637326631448422278;35;0.001999997;0,187,255;110;0.02882781,0.09786516,0.5732352;0.02882781,0.09786516,0.5732352
637326631448819083;35;0.001999997;0,187,255;111;0.02474661,0.09520543,0.5744435;0.02474661,0.09520543,0.5744435
637326631448819083;35;0.001999997;0,187,255;112;0.0220912,0.09321231,0.5753374;0.0220912,0.09321231,0.5753374
637326631449255558;35;0.001999997;0,187,255;113;0.02018373,0.09131956,0.5766662;0.02018373,0.09131956,0.5766662
637326631449255558;35;0.001999997;0,187,255;114;0.0175254,0.09021634,0.5771992;0.0175254,0.09021634,0.5771992
637326631449662280;35;0.001999997;0,187,255;115;0.01492055,0.08784717,0.5788233;0.01492055,0.08784717,0.5788233
637326631450069005;35;0.001999997;0,187,255;116;0.01379874,0.08783597,0.5788396;0.01379874,0.08783597,0.5788396
637326631450073962;35;0.001999997;0,187,255;117;0.01137354,0.08533877,0.5805271;0.01137354,0.08533877,0.5805271
637326631450475719;35;0.001999997;0,187,255;118;0.009608291,0.08274305,0.582426;0.009608291,0.08274305,0.582426
637326631450475719;35;0.001999997;0,187,255;119;0.007642232,0.08196867,0.5829773;0.007642232,0.08196867,0.5829773
637326631450877507;35;0.001999997;0,187,255;120;0.005509272,0.07974446,0.5847546;0.005509272,0.07974446,0.5847546
637326631450882444;35;0.001999997;0,187,255;121;0.00372503,0.07794023,0.586197;0.00372503,0.07794023,0.586197
637326631451304043;35;0.001999997;0,187,255;122;0.002850369,0.0779891,0.5865526;0.002850369,0.0779891,0.5865526
637326631451308999;35;0.001999997;0,187,255;123;0.001698986,0.07741725,0.5870112;0.001698986,0.07741725,0.5870112
637326631451715724;35;0.001999997;0,187,255;124;0.000391379,0.07497209,0.5887874;0.000391379,0.07497209,0.5887874
637326631451720682;35;0.001999997;0,187,255;125;-1.648068E-05,0.07566756,0.5888084;-1.648068E-05,0.07566756,0.5888084
637326631452181963;35;0.001999997;0,187,255;126;-0.001356639,0.07596874,0.5888934;-0.001356639,0.07596874,0.5888934
637326631452186924;35;0.001999997;0,187,255;127;-0.002875082,0.07422268,0.5907144;-0.002875082,0.07422268,0.5907144
637326631452593643;35;0.001999997;0,187,255;128;-0.003710546,0.07315636,0.5913199;-0.003710546,0.07315636,0.5913199
637326631452598609;35;0.001999997;0,187,255;129;-0.004358098,0.0746519,0.5902427;-0.004358098,0.0746519,0.5902427
637326631452990446;35;0.001999997;0,187,255;130;-0.005184956,0.07371205,0.5909733;-0.005184956,0.07371205,0.5909733
637326631453392209;35;0.001999997;0,187,255;131;-0.006387331,0.07183123,0.5918623;-0.006387331,0.07183123,0.5918623
637326631453397169;35;0.001999997;0,187,255;132;-0.006814294,0.0735206,0.5905013;-0.006814294,0.0735206,0.5905013
