Timestamp;Annotation ID;Width;Color (r,g,b);Point Index;Position (x,y,z);Position` (x,y,z)
637326626416846392;28;0.001999997;0,187,255;24;-0.06710252,-0.3134515,0.6894396;-0.06710252,-0.3134515,0.6894396
637326626416846392;28;0.001999997;0,187,255;25;-0.06746267,-0.3135697,0.6891928;-0.06746267,-0.3135697,0.6891928
637326626416846392;28;0.001999997;0,187,255;26;-0.06514204,-0.3106796,0.6886201;-0.06514204,-0.3106796,0.6886201
637326626416846392;28;0.001999997;0,187,255;27;-0.06713046,-0.3117837,0.6887518;-0.06713046,-0.3117837,0.6887518
637326626417287823;28;0.001999997;0,187,255;28;-0.06989031,-0.3151969,0.6885591;-0.06989031,-0.3151969,0.6885591
637326626417292783;28;0.001999997;0,187,255;29;-0.07076968,-0.3155432,0.6882;-0.07076968,-0.3155432,0.6882
637326626417729272;28;0.001999997;0,187,255;30;-0.07140831,-0.3155205,0.6880677;-0.07140831,-0.3155205,0.6880677
637326626417729272;28;0.001999997;0,187,255;31;-0.07141668,-0.3158423,0.6877933;-0.07141668,-0.3158423,0.6877933
637326626418126070;28;0.001999997;0,187,255;32;-0.07144082,-0.315668,0.6878234;-0.07144082,-0.315668,0.6878234
637326626418126070;28;0.001999997;0,187,255;33;-0.06950838,-0.3123382,0.6875717;-0.06950838,-0.3123382,0.6875717
637326626418631990;28;0.001999997;0,187,255;34;-0.07152929,-0.3154691,0.6878949;-0.07152929,-0.3154691,0.6878949
637326626418631990;28;0.001999997;0,187,255;35;-0.07153416,-0.3154762,0.6878847;-0.07153416,-0.3154762,0.6878847
637326626419341371;28;0.001999997;0,187,255;36;-0.06908078,-0.312126,0.6876572;-0.06908078,-0.312126,0.6876572
637326626419346236;28;0.001999997;0,187,255;37;-0.07156238,-0.3156364,0.687972;-0.07156238,-0.3156364,0.687972
637326626419519845;28;0.001999997;0,187,255;38;-0.07160545,-0.315299,0.6879702;-0.07160545,-0.315299,0.6879702
637326626419519845;28;0.001999997;0,187,255;39;-0.06853493,-0.3116043,0.6873742;-0.06853493,-0.3116043,0.6873742
637326626419931506;28;0.001999997;0,187,255;40;-0.0713506,-0.3149706,0.6875367;-0.0713506,-0.3149706,0.6875367
637326626419931506;28;0.001999997;0,187,255;41;-0.07139492,-0.3149147,0.6875633;-0.07139492,-0.3149147,0.6875633
637326626420353122;28;0.001999997;0,187,255;42;-0.07153176,-0.3146405,0.6874708;-0.07153176,-0.3146405,0.6874708
637326626420358078;28;0.001999997;0,187,255;43;-0.07181728,-0.3141267,0.6875105;-0.07181728,-0.3141267,0.6875105
637326626420769751;28;0.001999997;0,187,255;44;-0.07177784,-0.3142827,0.6874592;-0.07177784,-0.3142827,0.6874592
637326626420779667;28;0.001999997;0,187,255;45;-0.06950434,-0.3099402,0.6871208;-0.06950434,-0.3099402,0.6871208
637326626421836166;28;0.001999997;0,187,255;46;-0.07326691,-0.3126391,0.6876935;-0.07326691,-0.3126391,0.6876935
637326626421836166;28;0.001999997;0,187,255;47;-0.07360326,-0.3126525,0.6877654;-0.07360326,-0.3126525,0.6877654
637326626421836166;28;0.001999997;0,187,255;48;-0.07400306,-0.3121307,0.6880665;-0.07400306,-0.3121307,0.6880665
637326626421841123;28;0.001999997;0,187,255;49;-0.07475736,-0.3118489,0.6884071;-0.07475736,-0.3118489,0.6884071
637326626422535519;28;0.001999997;0,187,255;50;-0.07533038,-0.3114761,0.6885079;-0.07533038,-0.3114761,0.6885079
637326626422535519;28;0.001999997;0,187,255;51;-0.07612273,-0.3105812,0.688678;-0.07612273,-0.3105812,0.688678
637326626422535519;28;0.001999997;0,187,255;52;-0.07670367,-0.3102528,0.6886251;-0.07670367,-0.3102528,0.6886251
637326626422535519;28;0.001999997;0,187,255;53;-0.07713933,-0.3096091,0.6885381;-0.07713933,-0.3096091,0.6885381
637326626422932328;28;0.001999997;0,187,255;54;-0.07807802,-0.3088525,0.6884688;-0.07807802,-0.3088525,0.6884688
637326626422932328;28;0.001999997;0,187,255;55;-0.07871836,-0.3078219,0.6885254;-0.07871836,-0.3078219,0.6885254
637326626423378720;28;0.001999997;0,187,255;56;-0.07967825,-0.3073496,0.6886876;-0.07967825,-0.3073496,0.6886876
637326626423378720;28;0.001999997;0,187,255;57;-0.0805352,-0.3063437,0.6887939;-0.0805352,-0.3063437,0.6887939
637326626423790405;28;0.001999997;0,187,255;58;-0.08082777,-0.3059054,0.6888044;-0.08082777,-0.3059054,0.6888044
637326626423790405;28;0.001999997;0,187,255;59;-0.08147671,-0.3053887,0.6888903;-0.08147671,-0.3053887,0.6888903
637326626424246715;28;0.001999997;0,187,255;60;-0.08203049,-0.3048468,0.6889663;-0.08203049,-0.3048468,0.6889663
637326626424246715;28;0.001999997;0,187,255;61;-0.08221514,-0.304347,0.689187;-0.08221514,-0.304347,0.689187
637326626425189116;28;0.001999997;0,187,255;62;-0.08233447,-0.3045565,0.6892074;-0.08233447,-0.3045565,0.6892074
637326626425189116;28;0.001999997;0,187,255;63;-0.08250977,-0.3041511,0.6893921;-0.08250977,-0.3041511,0.6893921
637326626425189116;28;0.001999997;0,187,255;64;-0.08271018,-0.3039466,0.6893675;-0.08271018,-0.3039466,0.6893675
637326626425566087;28;0.001999997;0,187,255;65;-0.08282213,-0.3039442,0.6894864;-0.08282213,-0.3039442,0.6894864
637326626425566087;28;0.001999997;0,187,255;66;-0.08300884,-0.3041278,0.6896436;-0.08300884,-0.3041278,0.6896436
637326626425566087;28;0.001999997;0,187,255;67;-0.08295598,-0.3041866,0.6896266;-0.08295598,-0.3041866,0.6896266
637326626426017443;28;0.001999997;0,187,255;68;-0.08267209,-0.3042901,0.6894909;-0.08267209,-0.3042901,0.6894909
637326626426017443;28;0.001999997;0,187,255;69;-0.08270292,-0.3043116,0.6893995;-0.08270292,-0.3043116,0.6893995
637326626426414241;28;0.001999997;0,187,255;70;-0.08259837,-0.3041219,0.6893389;-0.08259837,-0.3041219,0.6893389
637326626426845765;28;0.001999997;0,187,255;71;-0.0826696,-0.3040839,0.6891618;-0.0826696,-0.3040839,0.6891618
637326626426845765;28;0.001999997;0,187,255;72;-0.08246589,-0.3042668,0.6889616;-0.08246589,-0.3042668,0.6889616
637326626427252508;28;0.001999997;0,187,255;73;-0.08241686,-0.3046375,0.6887321;-0.08241686,-0.3046375,0.6887321
637326626427252508;28;0.001999997;0,187,255;74;-0.08263898,-0.3045258,0.6887394;-0.08263898,-0.3045258,0.6887394
637326626427659204;28;0.001999997;0,187,255;75;-0.08235336,-0.3046909,0.6884773;-0.08235336,-0.3046909,0.6884773
637326626427659204;28;0.001999997;0,187,255;76;-0.08233312,-0.304648,0.6882675;-0.08233312,-0.304648,0.6882675
637326626429087688;28;0.001999997;0,187,255;77;-0.08218078,-0.3047187,0.688145;-0.08218078,-0.3047187,0.688145
637326626429087688;28;0.001999997;0,187,255;78;-0.08230467,-0.3044907,0.6881371;-0.08230467,-0.3044907,0.6881371
637326626429087688;28;0.001999997;0,187,255;79;-0.08180293,-0.3047299,0.6880161;-0.08180293,-0.3047299,0.6880161
637326626429087688;28;0.001999997;0,187,255;80;-0.0813052,-0.3052651,0.6879125;-0.0813052,-0.3052651,0.6879125
637326626429201767;28;0.001999997;0,187,255;81;-0.08076984,-0.3060963,0.6877497;-0.08076984,-0.3060963,0.6877497
637326626429206724;28;0.001999997;0,187,255;82;-0.08006939,-0.3068,0.6874343;-0.08006939,-0.3068,0.6874343
637326626429360489;28;0.001999997;0,187,255;83;-0.07931291,-0.3069255,0.6870036;-0.07931291,-0.3069255,0.6870036
637326626429365462;28;0.001999997;0,187,255;84;-0.07856762,-0.3080062,0.6866068;-0.07856762,-0.3080062,0.6866068
637326626429767208;28;0.001999997;0,187,255;85;-0.07752614,-0.3087847,0.6861463;-0.07752614,-0.3087847,0.6861463
637326626429767208;28;0.001999997;0,187,255;86;-0.07665572,-0.3091294,0.6860308;-0.07665572,-0.3091294,0.6860308
